Id,Label,0,1,2,3,4,5,6,7,modularity_class,degree
3897,3897,3897,HIV,0,inactive,HIV_3897,10300,,,5,15
3898,3898,3898,HIV,0,inactive,HIV_3898,4616,,,16,14
3899,3899,3899,HIV,0,inactive,HIV_3899,31949,,,9,11
3900,3900,3900,HIV,0,inactive,HIV_3900,22694,,,15,15
3901,3901,3901,HIV,0,inactive,HIV_3901,12668,,,6,11
3902,3902,3902,HIV,0,inactive,HIV_3902,3902,,,6,14
3903,3903,3903,HIV,0,inactive,HIV_3903,32681,,,14,11
3904,3904,3904,HIV,0,inactive,HIV_3904,33520,,,12,14
3905,3905,3905,HIV,0,inactive,HIV_3905,20874,,,19,16
3906,3906,3906,HIV,0,inactive,HIV_3906,33523,,,12,14
3907,3907,3907,HIV,0,inactive,HIV_3907,27173,,,12,12
3908,3908,3908,HIV,0,inactive,HIV_3908,8699,,,5,16
3909,3909,3909,HIV,0,inactive,HIV_3909,22857,,,4,11
3910,3910,3910,HIV,0,inactive,HIV_3910,20874,,,19,12
3911,3911,3911,HIV,0,inactive,HIV_3911,13829,,,9,14
3912,3912,3912,HIV,0,inactive,HIV_3912,37665,,,9,16
3913,3913,3913,HIV,0,inactive,HIV_3913,12479,,,13,13
3914,3914,3914,HIV,0,inactive,HIV_3914,12756,,,1,13
3915,3915,3915,HIV,0,inactive,HIV_3915,19328,,,18,14
3916,3916,3916,HIV,0,inactive,HIV_3916,6114,,,4,16
3917,3917,3917,HIV,0,inactive,HIV_3917,20138,,,6,16
3918,3918,3918,HIV,0,inactive,HIV_3918,5349,,,6,16
3919,3919,3919,HIV,0,inactive,HIV_3919,8385,,,15,20
3920,3920,3920,HIV,0,inactive,HIV_3920,15629,,,3,15
3921,3921,3921,HIV,0,inactive,HIV_3921,26449,,,5,10
3922,3922,3922,HIV,0,inactive,HIV_3922,26084,,,4,13
3923,3923,3923,HIV,0,inactive,HIV_3923,11280,,,15,15
3924,3924,3924,HIV,0,inactive,HIV_3924,9738,,,19,15
3925,3925,3925,HIV,0,inactive,HIV_3925,4520,,,5,18
3926,3926,3926,HIV,0,inactive,HIV_3926,2414,,,19,13
3927,3927,3927,HIV,0,inactive,HIV_3927,11007,,,15,10
3928,3928,3928,HIV,0,inactive,HIV_3928,37208,,,13,16
3929,3929,3929,HIV,0,inactive,HIV_3929,29748,,,13,16
3930,3930,3930,HIV,0,inactive,HIV_3930,33985,,,19,15
3931,3931,3931,HIV,0,inactive,HIV_3931,5611,,,1,12
3932,3932,3932,HIV,0,inactive,HIV_3932,5591,,,12,24
3933,3933,3933,HIV,0,inactive,HIV_3933,31731,,,8,11
3934,3934,3934,HIV,0,inactive,HIV_3934,38125,,,10,15
3935,3935,3935,HIV,0,inactive,HIV_3935,34082,,,15,11
3936,3936,3936,HIV,0,inactive,HIV_3936,15964,,,21,10
3937,3937,3937,HIV,0,inactive,HIV_3937,3937,,,12,12
3938,3938,3938,HIV,0,inactive,HIV_3938,27997,,,16,13
3939,3939,3939,HIV,0,inactive,HIV_3939,29867,,,2,12
3940,3940,3940,HIV,0,inactive,HIV_3940,22967,,,8,12
3941,3941,3941,HIV,0,inactive,HIV_3941,19818,,,2,14
3942,3942,3942,HIV,0,inactive,HIV_3942,19818,,,2,14
3943,3943,3943,HIV,0,inactive,HIV_3943,15804,,,2,14
3944,3944,3944,HIV,0,inactive,HIV_3944,7171,,,15,17
3945,3945,3945,HIV,0,inactive,HIV_3945,40828,,,2,12
3946,3946,3946,HIV,0,inactive,HIV_3946,29867,,,2,20
3947,3947,3947,HIV,0,inactive,HIV_3947,13425,,,24,12
3948,3948,3948,HIV,0,inactive,HIV_3948,19818,,,2,10
3949,3949,3949,HIV,0,inactive,HIV_3949,19818,,,2,12
3950,3950,3950,HIV,0,inactive,HIV_3950,37958,,,2,11
3951,3951,3951,HIV,0,inactive,HIV_3951,3595,,,8,12
3952,3952,3952,HIV,0,inactive,HIV_3952,10191,,,2,12
3953,3953,3953,HIV,0,inactive,HIV_3953,21196,,,23,18
3954,3954,3954,HIV,0,inactive,HIV_3954,27997,,,16,13
3955,3955,3955,HIV,0,inactive,HIV_3955,6416,,,22,12
3956,3956,3956,HIV,0,inactive,HIV_3956,38980,,,16,11
3957,3957,3957,HIV,0,inactive,HIV_3957,3959,,,7,16
3958,3958,3958,HIV,0,inactive,HIV_3958,10300,,,5,11
3959,3959,3959,HIV,0,inactive,HIV_3959,3959,,,7,14
3960,3960,3960,HIV,0,inactive,HIV_3960,22636,,,5,12
3961,3961,3961,HIV,0,inactive,HIV_3961,32064,,,14,17
3962,3962,3962,HIV,0,inactive,HIV_3962,2724,,,1,11
3963,3963,3963,HIV,0,inactive,HIV_3963,10263,,,9,12
3964,3964,3964,HIV,0,inactive,HIV_3964,38235,,,8,12
3965,3965,3965,HIV,0,inactive,HIV_3965,14346,,,9,14
3966,3966,3966,HIV,0,inactive,HIV_3966,11459,,,9,13
3967,3967,3967,HIV,0,inactive,HIV_3967,14346,,,9,19
3968,3968,3968,HIV,0,inactive,HIV_3968,31751,,,14,16
3969,3969,3969,HIV,0,inactive,HIV_3969,25267,,,11,12
3970,3970,3970,HIV,0,inactive,HIV_3970,23764,,,4,14
3971,3971,3971,HIV,0,inactive,HIV_3971,14713,,,2,14
3972,3972,3972,HIV,0,inactive,HIV_3972,41263,,,8,18
3973,3973,3973,HIV,0,inactive,HIV_3973,25745,,,2,14
3974,3974,3974,HIV,1,active,HIV_3974,18591,,,8,17
3975,3975,3975,HIV,0,inactive,HIV_3975,37601,,,20,13
3976,3976,3976,HIV,0,inactive,HIV_3976,28738,,,14,17
3977,3977,3977,HIV,0,inactive,HIV_3977,32764,,,20,19
3978,3978,3978,HIV,0,inactive,HIV_3978,12318,,,2,13
3979,3979,3979,HIV,0,inactive,HIV_3979,9927,,,23,10
3980,3980,3980,HIV,0,inactive,HIV_3980,40944,,,3,11
3981,3981,3981,HIV,0,inactive,HIV_3981,13658,,,8,12
3982,3982,3982,HIV,0,inactive,HIV_3982,5806,,,14,10
3983,3983,3983,HIV,0,inactive,HIV_3983,28300,,,2,10
3984,3984,3984,HIV,0,inactive,HIV_3984,27303,,,23,12
3985,3985,3985,HIV,0,inactive,HIV_3985,15365,,,8,14
3986,3986,3986,HIV,0,inactive,HIV_3986,10144,,,8,14
3987,3987,3987,HIV,0,inactive,HIV_3987,13875,,,2,13
3988,3988,3988,HIV,0,inactive,HIV_3988,40089,,,20,14
3989,3989,3989,HIV,0,inactive,HIV_3989,19036,,,21,15
3990,3990,3990,HIV,0,inactive,HIV_3990,35787,,,8,13
3991,3991,3991,HIV,0,inactive,HIV_3991,34419,,,3,11
3992,3992,3992,HIV,0,inactive,HIV_3992,3007,,,8,11
3993,3993,3993,HIV,1,active,HIV_3993,35037,,,23,10
3994,3994,3994,HIV,0,inactive,HIV_3994,7991,,,23,11
3995,3995,3995,HIV,0,inactive,HIV_3995,34166,,,23,18
3996,3996,3996,HIV,0,inactive,HIV_3996,41207,,,20,12
3997,3997,3997,HIV,0,inactive,HIV_3997,16536,,,5,13
3998,3998,3998,HIV,0,inactive,HIV_3998,14707,,,13,16
3999,3999,3999,HIV,0,inactive,HIV_3999,23421,,,13,13
4000,4000,4000,HIV,0,inactive,HIV_4000,26227,,,6,17
4001,4001,4001,HIV,0,inactive,HIV_4001,27908,,,19,16
4002,4002,4002,HIV,0,inactive,HIV_4002,35132,,,8,11
4003,4003,4003,HIV,0,inactive,HIV_4003,32492,,,15,15
4004,4004,4004,HIV,0,inactive,HIV_4004,10317,,,10,14
4005,4005,4005,HIV,0,inactive,HIV_4005,22491,,,21,13
4006,4006,4006,HIV,0,inactive,HIV_4006,23421,,,13,11
4007,4007,4007,HIV,0,inactive,HIV_4007,28025,,,4,14
4008,4008,4008,HIV,0,inactive,HIV_4008,38835,,,10,13
4009,4009,4009,HIV,0,inactive,HIV_4009,13163,,,15,16
4010,4010,4010,HIV,0,inactive,HIV_4010,5838,,,8,15
4011,4011,4011,HIV,0,inactive,HIV_4011,22010,,,6,11
4012,4012,4012,HIV,0,inactive,HIV_4012,8659,,,5,13
4013,4013,4013,HIV,0,inactive,HIV_4013,23341,,,10,15
4014,4014,4014,HIV,0,inactive,HIV_4014,38965,,,4,15
4015,4015,4015,HIV,0,inactive,HIV_4015,12950,,,4,19
4016,4016,4016,HIV,0,inactive,HIV_4016,38595,,,2,13
4017,4017,4017,HIV,0,inactive,HIV_4017,4890,,,6,14
4018,4018,4018,HIV,0,inactive,HIV_4018,7547,,,14,12
4019,4019,4019,HIV,1,active,HIV_4019,30869,,,9,18
4020,4020,4020,HIV,1,active,HIV_4020,1786,,,16,15
4021,4021,4021,HIV,0,inactive,HIV_4021,14101,,,8,16
4022,4022,4022,HIV,0,inactive,HIV_4022,4022,,,8,11
4023,4023,4023,HIV,0,inactive,HIV_4023,11891,,,23,11
4024,4024,4024,HIV,0,inactive,HIV_4024,26364,,,23,16
4025,4025,4025,HIV,0,inactive,HIV_4025,21751,,,23,12
4026,4026,4026,HIV,0,inactive,HIV_4026,34375,,,10,15
4027,4027,4027,HIV,0,inactive,HIV_4027,9416,,,8,14
4028,4028,4028,HIV,0,inactive,HIV_4028,2110,,,2,12
4029,4029,4029,HIV,0,inactive,HIV_4029,4365,,,5,12
4030,4030,4030,HIV,0,inactive,HIV_4030,39691,,,14,12
4031,4031,4031,HIV,0,inactive,HIV_4031,6442,,,13,14
4032,4032,4032,HIV,0,inactive,HIV_4032,1212,,,18,14
4033,4033,4033,HIV,0,inactive,HIV_4033,12659,,,1,14
4034,4034,4034,HIV,0,inactive,HIV_4034,20131,,,23,15
4035,4035,4035,HIV,0,inactive,HIV_4035,29777,,,16,15
4036,4036,4036,HIV,0,inactive,HIV_4036,14342,,,10,11
4037,4037,4037,HIV,0,inactive,HIV_4037,16006,,,9,15
4038,4038,4038,HIV,0,inactive,HIV_4038,24115,,,11,11
4039,4039,4039,HIV,0,inactive,HIV_4039,38925,,,10,12
4040,4040,4040,HIV,0,inactive,HIV_4040,17276,,,24,11
4041,4041,4041,HIV,0,inactive,HIV_4041,13579,,,5,15
4042,4042,4042,HIV,0,inactive,HIV_4042,3542,,,18,12
4043,4043,4043,HIV,0,inactive,HIV_4043,4075,,,18,10
4044,4044,4044,HIV,0,inactive,HIV_4044,14907,,,18,12
4045,4045,4045,HIV,0,inactive,HIV_4045,27383,,,14,16
4046,4046,4046,HIV,0,inactive,HIV_4046,39373,,,2,11
4047,4047,4047,HIV,0,inactive,HIV_4047,30470,,,9,10
4048,4048,4048,HIV,0,inactive,HIV_4048,14034,,,14,16
4049,4049,4049,HIV,0,inactive,HIV_4049,19193,,,8,10
4050,4050,4050,HIV,0,inactive,HIV_4050,5481,,,5,20
4051,4051,4051,HIV,0,inactive,HIV_4051,21780,,,14,13
4052,4052,4052,HIV,0,inactive,HIV_4052,17980,,,14,13
4053,4053,4053,HIV,0,inactive,HIV_4053,38009,,,2,10
4054,4054,4054,HIV,0,inactive,HIV_4054,35281,,,17,16
4055,4055,4055,HIV,0,inactive,HIV_4055,4055,,,17,21
4056,4056,4056,HIV,0,inactive,HIV_4056,24724,,,2,16
4057,4057,4057,HIV,0,inactive,HIV_4057,18142,,,14,16
4058,4058,4058,HIV,0,inactive,HIV_4058,32401,,,5,10
4059,4059,4059,HIV,0,inactive,HIV_4059,17980,,,14,14
4060,4060,4060,HIV,0,inactive,HIV_4060,16502,,,17,14
4061,4061,4061,HIV,0,inactive,HIV_4061,4061,,,17,13
4062,4062,4062,HIV,0,inactive,HIV_4062,4616,,,16,14
4063,4063,4063,HIV,0,inactive,HIV_4063,37895,,,5,12
4064,4064,4064,HIV,0,inactive,HIV_4064,19328,,,18,15
4065,4065,4065,HIV,0,inactive,HIV_4065,26161,,,10,11
4066,4066,4066,HIV,0,inactive,HIV_4066,35665,,,18,15
4067,4067,4067,HIV,0,inactive,HIV_4067,3126,,,18,12
4068,4068,4068,HIV,0,inactive,HIV_4068,32064,,,14,13
4069,4069,4069,HIV,0,inactive,HIV_4069,24087,,,9,10
4070,4070,4070,HIV,0,inactive,HIV_4070,1417,,,9,14
4071,4071,4071,HIV,0,inactive,HIV_4071,4075,,,18,14
4072,4072,4072,HIV,0,inactive,HIV_4072,5108,,,10,11
4073,4073,4073,HIV,0,inactive,HIV_4073,14907,,,18,13
4074,4074,4074,HIV,0,inactive,HIV_4074,5108,,,10,11
4075,4075,4075,HIV,0,inactive,HIV_4075,4075,,,18,14
4076,4076,4076,HIV,0,inactive,HIV_4076,5108,,,10,12
4077,4077,4077,HIV,0,inactive,HIV_4077,11459,,,9,17
4078,4078,4078,HIV,0,inactive,HIV_4078,1417,,,9,13
4079,4079,4079,HIV,0,inactive,HIV_4079,13658,,,2,14
4080,4080,4080,HIV,0,inactive,HIV_4080,26905,,,9,10
4081,4081,4081,HIV,0,inactive,HIV_4081,1417,,,9,14
4082,4082,4082,HIV,0,inactive,HIV_4082,4075,,,18,14
4083,4083,4083,HIV,0,inactive,HIV_4083,5108,,,10,15
4084,4084,4084,HIV,0,inactive,HIV_4084,3542,,,18,15
4085,4085,4085,HIV,0,inactive,HIV_4085,21815,,,17,12
4086,4086,4086,HIV,0,inactive,HIV_4086,25881,,,9,14
4087,4087,4087,HIV,0,inactive,HIV_4087,32385,,,9,13
4088,4088,4088,HIV,0,inactive,HIV_4088,13223,,,9,14
4089,4089,4089,HIV,0,inactive,HIV_4089,6561,,,15,16
4090,4090,4090,HIV,0,inactive,HIV_4090,7991,,,23,12
4091,4091,4091,HIV,0,inactive,HIV_4091,12268,,,12,15
4092,4092,4092,HIV,0,inactive,HIV_4092,12067,,,4,16
4093,4093,4093,HIV,0,inactive,HIV_4093,35364,,,4,14
4094,4094,4094,HIV,0,inactive,HIV_4094,35364,,,4,15
4095,4095,4095,HIV,0,inactive,HIV_4095,4098,,,13,18
4096,4096,4096,HIV,0,inactive,HIV_4096,12060,,,1,16
4097,4097,4097,HIV,0,inactive,HIV_4097,4098,,,1,16
4098,4098,4098,HIV,0,inactive,HIV_4098,4098,,,13,18
4099,4099,4099,HIV,0,inactive,HIV_4099,4098,,,1,18
4100,4100,4100,HIV,0,inactive,HIV_4100,4098,,,1,16
4101,4101,4101,HIV,0,inactive,HIV_4101,12060,,,1,15
4102,4102,4102,HIV,0,inactive,HIV_4102,18269,,,4,19
4103,4103,4103,HIV,0,inactive,HIV_4103,32167,,,1,12
4104,4104,4104,HIV,0,inactive,HIV_4104,29356,,,1,16
4105,4105,4105,HIV,0,inactive,HIV_4105,29356,,,1,14
4106,4106,4106,HIV,0,inactive,HIV_4106,29356,,,1,18
4107,4107,4107,HIV,0,inactive,HIV_4107,32167,,,1,20
4108,4108,4108,HIV,0,inactive,HIV_4108,4111,,,5,14
4109,4109,4109,HIV,0,inactive,HIV_4109,4110,,,5,14
4110,4110,4110,HIV,0,inactive,HIV_4110,4110,,,5,17
4111,4111,4111,HIV,0,inactive,HIV_4111,4111,,,5,13
4112,4112,4112,HIV,0,inactive,HIV_4112,37642,,,8,15
4113,4113,4113,HIV,0,inactive,HIV_4113,3071,,,17,10
4114,4114,4114,HIV,0,inactive,HIV_4114,7808,,,10,12
4115,4115,4115,HIV,0,inactive,HIV_4115,21774,,,2,17
4116,4116,4116,HIV,0,inactive,HIV_4116,39001,,,8,15
4117,4117,4117,HIV,1,active,HIV_4117,21463,,,13,12
4118,4118,4118,HIV,0,inactive,HIV_4118,26333,,,18,10
4119,4119,4119,HIV,0,inactive,HIV_4119,36287,,,24,11
4120,4120,4120,HIV,0,inactive,HIV_4120,27861,,,23,14
4121,4121,4121,HIV,0,inactive,HIV_4121,18059,,,13,18
4122,4122,4122,HIV,0,inactive,HIV_4122,27563,,,4,11
4123,4123,4123,HIV,0,inactive,HIV_4123,19328,,,18,19
4124,4124,4124,HIV,0,inactive,HIV_4124,31751,,,14,14
4125,4125,4125,HIV,0,inactive,HIV_4125,14434,,,8,15
4126,4126,4126,HIV,0,inactive,HIV_4126,26161,,,10,12
4127,4127,4127,HIV,0,inactive,HIV_4127,35665,,,10,14
4128,4128,4128,HIV,0,inactive,HIV_4128,32064,,,14,19
4129,4129,4129,HIV,0,inactive,HIV_4129,19328,,,18,11
4130,4130,4130,HIV,0,inactive,HIV_4130,32235,,,2,13
4131,4131,4131,HIV,0,inactive,HIV_4131,32064,,,14,15
4132,4132,4132,HIV,0,inactive,HIV_4132,3626,,,14,11
4133,4133,4133,HIV,0,inactive,HIV_4133,4141,,,9,20
4134,4134,4134,HIV,0,inactive,HIV_4134,2110,,,10,15
4135,4135,4135,HIV,0,inactive,HIV_4135,1417,,,9,14
4136,4136,4136,HIV,0,inactive,HIV_4136,30127,,,21,13
4137,4137,4137,HIV,0,inactive,HIV_4137,13658,,,2,11
4138,4138,4138,HIV,0,inactive,HIV_4138,2110,,,10,16
4139,4139,4139,HIV,0,inactive,HIV_4139,20197,,,10,14
4140,4140,4140,HIV,0,inactive,HIV_4140,40352,,,9,16
4141,4141,4141,HIV,0,inactive,HIV_4141,4141,,,9,18
4142,4142,4142,HIV,0,inactive,HIV_4142,10437,,,5,17
4143,4143,4143,HIV,1,active,HIV_4143,31,,,3,11
4144,4144,4144,HIV,0,inactive,HIV_4144,40635,,,2,10
4145,4145,4145,HIV,0,inactive,HIV_4145,5292,,,16,22
4146,4146,4146,HIV,0,inactive,HIV_4146,32764,,,20,10
4147,4147,4147,HIV,0,inactive,HIV_4147,13468,,,8,14
4148,4148,4148,HIV,0,inactive,HIV_4148,37402,,,9,10
4149,4149,4149,HIV,0,inactive,HIV_4149,5714,,,8,25
4150,4150,4150,HIV,0,inactive,HIV_4150,8766,,,9,11
4151,4151,4151,HIV,0,inactive,HIV_4151,35082,,,12,11
4152,4152,4152,HIV,0,inactive,HIV_4152,25151,,,15,11
4153,4153,4153,HIV,0,inactive,HIV_4153,5209,,,24,13
4154,4154,4154,HIV,0,inactive,HIV_4154,19818,,,2,11
4155,4155,4155,HIV,0,inactive,HIV_4155,41064,,,6,17
4156,4156,4156,HIV,0,inactive,HIV_4156,37568,,,22,14
4157,4157,4157,HIV,0,inactive,HIV_4157,12067,,,4,13
4158,4158,4158,HIV,0,inactive,HIV_4158,35740,,,9,11
4159,4159,4159,HIV,0,inactive,HIV_4159,18137,,,4,18
4160,4160,4160,HIV,0,inactive,HIV_4160,22921,,,12,13
4161,4161,4161,HIV,0,inactive,HIV_4161,12374,,,22,13
4162,4162,4162,HIV,0,inactive,HIV_4162,5720,,,22,12
4163,4163,4163,HIV,0,inactive,HIV_4163,8416,,,11,18
4164,4164,4164,HIV,0,inactive,HIV_4164,17366,,,22,14
4165,4165,4165,HIV,0,inactive,HIV_4165,10300,,,5,15
4166,4166,4166,HIV,0,inactive,HIV_4166,32764,,,8,11
4167,4167,4167,HIV,0,inactive,HIV_4167,38312,,,5,13
4168,4168,4168,HIV,0,inactive,HIV_4168,35532,,,4,14
4169,4169,4169,HIV,0,inactive,HIV_4169,6074,,,24,13
4170,4170,4170,HIV,0,inactive,HIV_4170,4170,,,4,20
4171,4171,4171,HIV,0,inactive,HIV_4171,11481,,,15,14
4172,4172,4172,HIV,0,inactive,HIV_4172,6979,,,19,13
4173,4173,4173,HIV,0,inactive,HIV_4173,4520,,,5,14
4174,4174,4174,HIV,0,inactive,HIV_4174,15965,,,5,13
4175,4175,4175,HIV,0,inactive,HIV_4175,13870,,,15,11
4176,4176,4176,HIV,0,inactive,HIV_4176,28196,,,15,14
4177,4177,4177,HIV,0,inactive,HIV_4177,18425,,,5,11
4178,4178,4178,HIV,0,inactive,HIV_4178,13341,,,9,14
4179,4179,4179,HIV,0,inactive,HIV_4179,23797,,,18,13
4180,4180,4180,HIV,0,inactive,HIV_4180,40635,,,2,13
4181,4181,4181,HIV,0,inactive,HIV_4181,21139,,,5,15
4182,4182,4182,HIV,0,inactive,HIV_4182,21139,,,5,16
4183,4183,4183,HIV,0,inactive,HIV_4183,21139,,,5,13
4184,4184,4184,HIV,0,inactive,HIV_4184,24900,,,9,14
4185,4185,4185,HIV,0,inactive,HIV_4185,22069,,,5,12
4186,4186,4186,HIV,0,inactive,HIV_4186,24604,,,21,10
4187,4187,4187,HIV,0,inactive,HIV_4187,4231,,,5,15
4188,4188,4188,HIV,0,inactive,HIV_4188,40189,,,5,13
4189,4189,4189,HIV,0,inactive,HIV_4189,40432,,,14,11
4190,4190,4190,HIV,0,inactive,HIV_4190,8747,,,0,15
4191,4191,4191,HIV,0,inactive,HIV_4191,6242,,,13,11
4192,4192,4192,HIV,0,inactive,HIV_4192,16083,,,1,18
4193,4193,4193,HIV,0,inactive,HIV_4193,8747,,,0,10
4194,4194,4194,HIV,0,inactive,HIV_4194,1075,,,1,10
4195,4195,4195,HIV,0,inactive,HIV_4195,31558,,,9,10
4196,4196,4196,HIV,0,inactive,HIV_4196,8747,,,0,10
4197,4197,4197,HIV,0,inactive,HIV_4197,15383,,,0,16
4198,4198,4198,HIV,0,inactive,HIV_4198,26243,,,0,10
4199,4199,4199,HIV,0,inactive,HIV_4199,26243,,,0,11
4200,4200,4200,HIV,0,inactive,HIV_4200,6837,,,0,13
4201,4201,4201,HIV,0,inactive,HIV_4201,11411,,,0,15
4202,4202,4202,HIV,0,inactive,HIV_4202,35190,,,5,13
4203,4203,4203,HIV,0,inactive,HIV_4203,2321,,,0,16
4204,4204,4204,HIV,0,inactive,HIV_4204,15189,,,0,11
4205,4205,4205,HIV,0,inactive,HIV_4205,18007,,,0,11
4206,4206,4206,HIV,0,inactive,HIV_4206,6271,,,1,11
4207,4207,4207,HIV,0,inactive,HIV_4207,6641,,,0,10
4208,4208,4208,HIV,0,inactive,HIV_4208,36341,,,1,10
4209,4209,4209,HIV,0,inactive,HIV_4209,11411,,,0,13
4210,4210,4210,HIV,0,inactive,HIV_4210,37322,,,1,12
4211,4211,4211,HIV,0,inactive,HIV_4211,2321,,,0,11
4212,4212,4212,HIV,0,inactive,HIV_4212,23755,,,22,12
4213,4213,4213,HIV,0,inactive,HIV_4213,13560,,,23,13
4214,4214,4214,HIV,0,inactive,HIV_4214,31418,,,22,12
4215,4215,4215,HIV,0,inactive,HIV_4215,38506,,,17,10
4216,4216,4216,HIV,0,inactive,HIV_4216,2620,,,9,12
4217,4217,4217,HIV,0,inactive,HIV_4217,17905,,,12,11
4218,4218,4218,HIV,0,inactive,HIV_4218,17905,,,12,10
4219,4219,4219,HIV,0,inactive,HIV_4219,38622,,,23,12
4220,4220,4220,HIV,0,inactive,HIV_4220,26196,,,13,12
4221,4221,4221,HIV,0,inactive,HIV_4221,15908,,,23,17
4222,4222,4222,HIV,0,inactive,HIV_4222,6132,,,9,18
4223,4223,4223,HIV,0,inactive,HIV_4223,6132,,,9,21
4224,4224,4224,HIV,0,inactive,HIV_4224,41008,,,7,14
4225,4225,4225,HIV,0,inactive,HIV_4225,9560,,,19,11
4226,4226,4226,HIV,0,inactive,HIV_4226,6120,,,9,15
4227,4227,4227,HIV,0,inactive,HIV_4227,39548,,,9,16
4228,4228,4228,HIV,0,inactive,HIV_4228,35532,,,4,17
4229,4229,4229,HIV,0,inactive,HIV_4229,34082,,,24,10
4230,4230,4230,HIV,0,inactive,HIV_4230,40993,,,14,14
4231,4231,4231,HIV,0,inactive,HIV_4231,4231,,,5,17
4232,4232,4232,HIV,0,inactive,HIV_4232,37808,,,5,20
4233,4233,4233,HIV,0,inactive,HIV_4233,4233,,,6,16
4234,4234,4234,HIV,0,inactive,HIV_4234,3541,,,10,20
4235,4235,4235,HIV,0,inactive,HIV_4235,3541,,,14,20
4236,4236,4236,HIV,0,inactive,HIV_4236,7047,,,22,10
4237,4237,4237,HIV,0,inactive,HIV_4237,3541,,,10,18
4238,4238,4238,HIV,0,inactive,HIV_4238,36306,,,18,11
4239,4239,4239,HIV,0,inactive,HIV_4239,33523,,,12,11
4240,4240,4240,HIV,0,inactive,HIV_4240,31958,,,5,12
4241,4241,4241,HIV,0,inactive,HIV_4241,15376,,,8,16
4242,4242,4242,HIV,0,inactive,HIV_4242,2913,,,9,11
4243,4243,4243,HIV,0,inactive,HIV_4243,11443,,,8,19
4244,4244,4244,HIV,0,inactive,HIV_4244,16768,,,8,16
4245,4245,4245,HIV,0,inactive,HIV_4245,21802,,,8,17
4246,4246,4246,HIV,0,inactive,HIV_4246,16729,,,16,12
4247,4247,4247,HIV,0,inactive,HIV_4247,6416,,,22,14
4248,4248,4248,HIV,0,inactive,HIV_4248,3059,,,22,13
4249,4249,4249,HIV,0,inactive,HIV_4249,3574,,,19,12
4250,4250,4250,HIV,0,inactive,HIV_4250,37972,,,7,18
4251,4251,4251,HIV,0,inactive,HIV_4251,37972,,,7,20
4252,4252,4252,HIV,0,inactive,HIV_4252,20131,,,23,17
4253,4253,4253,HIV,0,inactive,HIV_4253,19534,,,23,15
4254,4254,4254,HIV,0,inactive,HIV_4254,13309,,,23,15
4255,4255,4255,HIV,0,inactive,HIV_4255,1980,,,23,14
4256,4256,4256,HIV,0,inactive,HIV_4256,26364,,,23,12
4257,4257,4257,HIV,0,inactive,HIV_4257,5108,,,10,18
4258,4258,4258,HIV,0,inactive,HIV_4258,40910,,,4,13
4259,4259,4259,HIV,0,inactive,HIV_4259,5108,,,10,17
4260,4260,4260,HIV,0,inactive,HIV_4260,5108,,,10,12
4261,4261,4261,HIV,0,inactive,HIV_4261,5108,,,10,12
4262,4262,4262,HIV,0,inactive,HIV_4262,5108,,,10,15
4263,4263,4263,HIV,0,inactive,HIV_4263,12077,,,10,15
4264,4264,4264,HIV,0,inactive,HIV_4264,12077,,,10,16
4265,4265,4265,HIV,0,inactive,HIV_4265,5108,,,10,20
4266,4266,4266,HIV,0,inactive,HIV_4266,5108,,,10,13
4267,4267,4267,HIV,0,inactive,HIV_4267,5108,,,10,13
4268,4268,4268,HIV,0,inactive,HIV_4268,10052,,,10,14
4269,4269,4269,HIV,0,inactive,HIV_4269,39691,,,14,12
4270,4270,4270,HIV,0,inactive,HIV_4270,26161,,,10,22
4271,4271,4271,HIV,0,inactive,HIV_4271,19738,,,16,10
4272,4272,4272,HIV,0,inactive,HIV_4272,4272,,,16,10
4273,4273,4273,HIV,0,inactive,HIV_4273,4680,,,18,10
4274,4274,4274,HIV,0,inactive,HIV_4274,4693,,,4,10
4275,4275,4275,HIV,0,inactive,HIV_4275,3714,,,4,12
4276,4276,4276,HIV,0,inactive,HIV_4276,120,,,16,18
4277,4277,4277,HIV,0,inactive,HIV_4277,15400,,,4,12
4278,4278,4278,HIV,0,inactive,HIV_4278,7911,,,19,12
4279,4279,4279,HIV,0,inactive,HIV_4279,4272,,,16,10
4280,4280,4280,HIV,0,inactive,HIV_4280,196,,,24,12
4281,4281,4281,HIV,0,inactive,HIV_4281,16120,,,12,13
4282,4282,4282,HIV,0,inactive,HIV_4282,34777,,,12,12
4283,4283,4283,HIV,0,inactive,HIV_4283,20337,,,13,15
4284,4284,4284,HIV,0,inactive,HIV_4284,34777,,,6,12
4285,4285,4285,HIV,0,inactive,HIV_4285,15116,,,12,11
4286,4286,4286,HIV,0,inactive,HIV_4286,20337,,,13,12
4287,4287,4287,HIV,0,inactive,HIV_4287,3180,,,23,22
4288,4288,4288,HIV,0,inactive,HIV_4288,27173,,,1,11
4289,4289,4289,HIV,0,inactive,HIV_4289,12806,,,16,11
4290,4290,4290,HIV,0,inactive,HIV_4290,5218,,,22,18
4291,4291,4291,HIV,0,inactive,HIV_4291,9388,,,24,12
4292,4292,4292,HIV,0,inactive,HIV_4292,7170,,,14,17
4293,4293,4293,HIV,0,inactive,HIV_4293,9716,,,4,12
4294,4294,4294,HIV,0,inactive,HIV_4294,28580,,,24,10
4295,4295,4295,HIV,0,inactive,HIV_4295,29816,,,24,11
