brnpdb_id,common_name,community,consensus_score,tier,hiv_prob,top_atoms_idx,top_atom_symbols,fragment_smiles,smiles
6597,"Bicyclo[3.1.0]hexan-3-ol, 4-methylene-1-(1-methylethyl)-, 3-acetate, (1S,3S,5S)-",41263,0.129405111787904,low,0.009,"[3, 10, 8, 0, 9, 6, 4, 5, 11, 13]","C,O,C,C,C,C,C,C,C,C",C.CCO[C@@H]1C[C@H]2CC2C1,CC(C)[C@@]12C[C@@H]1C(=C)[C@H](C2)OC(=O)C
8237,"2(5H)-Oxepinone, 7-[6-(acetyloxy)-1-hydroxy-4-hexen-1-yl]-6,7-dihydro-7-methyl-3-(4-methyl-3-penten-1-yl)-",13658,0.1284802962820274,low,0.0218,"[18, 3, 15, 14, 24, 16, 12, 4, 23, 20]","O,O,C,C,C,C,C,C,C,C",C.C.C.C.C=CC=O.CO,C(C)(=O)OCC=CCCC(O)C1(CCC=C(C(O1)=O)CCC=C(C)C)C
9647,"5-Oxatricyclo[8.2.0.04,6]dodecane, 4,12,12-trimethyl-9-methylene-, (1R,4R,6R,10S)-",24793,0.1284078430692977,low,0.0382,"[6, 7, 9, 11, 1, 14, 0, 13, 5, 10]","C,C,O,C,C,C,C,C,C,C",C.CC.CC.CCC(C)O,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
9283,"5-Oxatricyclo[8.2.0.04,6]dodecane, 4,12,12-trimethyl-9-methylene-, (1S,4R,6R,10R)-",24793,0.1284078210808822,low,0.0171,"[13, 0, 3, 11, 1, 10, 15, 14, 8, 9]","C,C,C,C,C,C,C,C,C,O",C.C.C.CCC.CCCO,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
5613,"4H-1-Benzopyran-4-one, 5,6,7-trihydroxy-3-methoxy-2-(4-methoxyphenyl)-",21491,0.128269513660243,low,0.019,"[12, 17, 10, 2, 21, 5, 18, 7, 9, 0]","C,C,C,C,O,C,C,C,C,C",c.C.O.cc.ccccc,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)OC
1915,tricyclene,41149,0.1267248548814559,low,0.0186,"[4, 1, 7, 2, 5, 3, 6, 0, 8, 9]","C,C,C,C,C,C,C,C,C,C",CC1(C)C2CC3C(C2)C31C,CC1(C2CC3C1(C3C2)C)C
9596,"1H-Cycloprop[e]azulene, 1a,2,3,4,4a,5,6,7b-octahydro-1,1,4,7-tetramethyl-, (1aR,4R,4aR,7bS)-rel-",41149,0.1253045011264288,low,0.013,"[14, 2, 10, 5, 7, 11, 1, 13, 9, 8]","C,C,C,C,C,C,C,C,C,C",C.C.CC1C[C@H]1CCCC,CC1([C@H]2C3=C(CC[C@@H]3[C@@H](CC[C@H]21)C)C)C
6585,"1H-Cycloprop[e]azulene, 1a,2,3,4,4a,5,6,7b-octahydro-1,1,4,7-tetramethyl-, (1aR,4R,4aR,7bS)-",41149,0.1253044989275872,low,0.0206,"[5, 8, 2, 9, 13, 6, 4, 3, 1, 11]","C,C,C,C,C,C,C,C,C,C",C.CC1C2CCCCCC12,CC1CCC2C(C2(C)C)C3=C(CCC13)C
8651,"Stigmast-5-en-3-ol, (3β,24S)-",41207,0.1215051043282393,low,0.0225,"[21, 5, 8, 13, 28, 26, 18, 12, 22, 6]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.CC.CC.CC,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
7333,"Stigmast-5-en-3-ol, (3β)-",41207,0.1215051043282393,low,0.0336,"[13, 22, 15, 9, 10, 19, 29, 0, 7, 2]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.C.C.C.CCC,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
7884,"Stigmast-5-en-3-ol, (3β,24ξ)-",41207,0.1215051043282393,low,0.0254,"[7, 19, 29, 16, 15, 14, 6, 17, 4, 13]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.CCC[C@H](C)C,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
7233,Stigmast-5-en-3-ol,41207,0.1215051043282393,low,0.0274,"[19, 24, 7, 1, 20, 22, 6, 28, 25, 2]","C,O,C,C,C,C,C,C,C,C",C.C.C.CC.CCC.CO,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
5696,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-",24793,0.1205387907714227,low,0.0108,"[7, 10, 3, 5, 9, 2, 4, 14, 12, 11]","C,C,C,C,C,C,C,C,C,C",CCCCC[C@@H](CC)CC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
9032,"2(5H)-Furanone, 5-(2,4,6-octatriyn-1-yl)-, (5R)-",18465,0.1166738827433606,low,0.0169,"[1, 2, 0, 4, 6, 7, 3, 11, 12, 10]","C,C,C,C,C,C,C,C,O,C",CC.C#CC#CC.CCO,C(C#CC#CC#CC)C1C=CC(O1)=O
1747,Myrcene,22629,0.1148067675466976,low,0.0077,"[6, 2, 3, 1, 4, 9, 7, 5, 0, 8]","C,C,C,C,C,C,C,C,C,C",C=CC(=C)CCC=C(C)C,CC(=CCCC(=C)C=C)C
5783,"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, 3a,3b,4,5,6,7-hexahydro-3,7-dimethyl-4-(1-methylethyl)-, (3aS,3bR,4S,7R,7aR)-",33028,0.1089453355226443,low,0.0123,"[3, 2, 12, 5, 1, 10, 0, 13, 11, 8]","C,C,C,C,C,C,C,C,C,C",C.CC=C(C)C.CC(C)C,CC1=CCC23C(CCC(C2C31)C(C)C)C
8780,"2(3H)-Furanone, dihydro-4-hydroxy-5-(8-hydroxy-2,4,6-octatriyn-1-yl)-, (4S,5S)-",6846,0.1088792475278652,low,0.0098,"[1, 13, 8, 5, 12, 3, 15, 9, 6, 2]","C,C,C,C,C,C,O,C,C,C",CC.CC.CCCCC=O,OC1CC(OC1CC#CC#CC#CCO)=O
9218,"Cyclobuta[1,2:3,4]dicyclopentene, decahydro-3a-methyl-6-methylene-1-(1-methylethyl)-, (1S,3aS,3bR,6aS,6bR)-",31868,0.1038126709113786,low,0.0115,"[6, 7, 14, 5, 11, 13, 0, 3, 2, 9]","C,C,C,C,C,C,C,C,C,C",C.C.C.C.C=CCC.CC,CC12CCC(C1C1C(CCC12)=C)C(C)C
7477,"2(3H)-Furanone, dihydro-4-hydroxy-5-(2,4,6-octatriyn-1-yl)-, (4S,5R)-",18465,0.1024226005259471,low,0.0091,"[12, 3, 4, 1, 11, 13, 10, 14, 6, 0]","C,C,O,C,C,C,C,O,C,O",C.CC#CC.CO.O=CO,OC1CC(OC1CC#CC#CC#CC)=O
7499,"2(3H)-Furanone, dihydro-4-hydroxy-5-(2,4,6-octatriyn-1-yl)-, (4R,5S)-rel-",18465,0.1024226005259471,low,0.0151,"[9, 3, 2, 13, 7, 11, 4, 1, 6, 5]","C,C,C,C,C,C,O,C,C,C",C.C.C.CC[C@H]1CCCO1,O[C@@H]1CC(O[C@H]1CC#CC#CC#CC)=O
9601,"2(3H)-Furanone, 5-(1,8-dihydroxy-2,4,6-octatriyn-1-yl)dihydro-, (5S)-",18465,0.1013015089966344,low,0.0148,"[3, 2, 14, 10, 4, 5, 11, 0, 6, 7]","C,C,O,C,C,C,C,O,C,C",O.C#CC#CC#C.CCO,OC(C#CC#CC#CCO)C1CCC(O1)=O
3631,Tetradecanal,4454,0.099647397694975,low,0.0308,"[6, 10, 12, 4, 0, 13, 3, 2, 8, 5]","C,C,C,C,C,C,C,C,C,C",C.C.C.CC.CCCCC,CCCCCCCCCCCCCC=O
1737,Sabinene,9065,0.097853050646303,low,0.0219,"[1, 8, 2, 9, 0, 3, 4, 5, 6, 7]","C,C,C,C,C,C,C,C,C,C",C=C1CCC2(C(C)C)CC12,CC(C)C12CCC(=C)C1C2
8658,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-, (1S,4E,9R)-",24793,0.0951107527315519,low,0.0089,"[11, 6, 0, 1, 10, 8, 3, 14, 9, 12]","C,C,C,C,C,C,C,C,C,C",C.C.CCCCCC(C)C,CC1=CCCC(=C)C2CC(C2CC1)(C)C
5936,"2(3H)-Furanone, dihydro-5-(8-hydroxy-2,4,6-octatriyn-1-yl)-, (5S)-",18465,0.0945209056613048,low,0.0257,"[8, 11, 6, 9, 3, 7, 4, 1, 13, 12]","C,C,C,C,C,C,C,C,O,C",C.CC.C#CCCOCC,OCC#CC#CC#CCC1CCC(O1)=O
5919,"4H-1-Benzopyran-4-one, 2,3-dihydro-3,5,7-trihydroxy-2-(4-methoxyphenyl)-, (2R,3R)-",18958,0.0917138169140507,low,0.0119,"[10, 13, 16, 11, 3, 6, 18, 5, 14, 1]","C,C,C,O,C,C,O,C,C,O",c.c.O.O.C=O.cc.cc,COC1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O
6636,"4H-Benzo[de][1,6]naphthyridine, 8,9-dimethoxy-4-methyl-",32939,0.0837401388148439,low,0.0143,"[15, 3, 16, 4, 13, 0, 5, 6, 10, 7]","C,C,O,C,N,C,C,C,C,C",C.Cc(c)c(c)c(n)cO,COC1=C(C=2C=3C(C=CN(C3C=CN2)C)=C1)OC
6604,"Bicyclo[3.3.1]non-2-ene-1,2-dicarboxaldehyde, 9-(acetyloxy)-8-[(1R)-1,5-dimethyl-4-hexen-1-yl]-5-methyl-, (1R,5R,8S,9R)-",39001,0.0828368178612626,low,0.0192,"[22, 14, 12, 10, 11, 15, 25, 24, 13, 1]","C,C,C,C,C,C,O,C,C,C",C.C.C=O.CCCCCC,C(C)(=O)OC1C2(C(=CCC1(CCC2[C@@H](CCC=C(C)C)C)C)C=O)C=O
6695,"Bicyclo[3.3.1]non-2-ene-1,2-dicarboxaldehyde, 8-[(1R)-1,5-dimethyl-4-hexen-1-yl]-9-hydroxy-5-methyl-, (1R,5R,8S,9R)-",9416,0.0803435641953413,low,0.0304,"[21, 16, 14, 13, 19, 20, 0, 22, 9, 8]","O,C,C,C,O,C,C,C,C,C",C.C.C.O.C=CC=O.CC,C[C@H](CCC=C(C)C)C1CCC2(CC=C(C1(C2O)C=O)C=O)C
1389,Linalyl acetate,20197,0.0780506890760691,low,0.0101,"[7, 1, 10, 0, 9, 8, 2, 13, 11, 5]","C,C,C,C,O,C,C,C,O,C",C=CCOC=O.C=C(C)C,CC(=CCCC(C)(C=C)OC(=O)C)C
7099,"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,8aS)-",35267,0.0759203291695313,low,0.0134,"[1, 13, 10, 3, 4, 6, 5, 14, 12, 0]","C,C,C,C,C,C,C,C,C,C",CCC.CC[C@@H](C(C)C)C,CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C
8558,"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,8aR)-",35267,0.0759203291695313,low,0.0189,"[2, 10, 1, 14, 12, 11, 5, 3, 9, 8]","C,C,C,C,C,C,C,C,C,C",C.C.CC.C1CCC=CC1,CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C
7805,"Tricyclo[4.4.0.02,7]dec-3-ene, 1,3-dimethyl-8-(1-methylethyl)-, (1R,2S,6S,7S,8S)-",33028,0.0752541950711794,low,0.0101,"[13, 6, 12, 7, 9, 2, 3, 0, 14, 10]","C,C,C,C,C,C,C,C,C,C",C.C.C.CC.CCCCC,CC12C3C(=CCC2C3C(CC1)C(C)C)C
9377,"Tricyclo[4.4.0.02,7]dec-3-ene, 1,3-dimethyl-8-(1-methylethyl)-, (1S,2R,6R,7R,8S)-",33028,0.0752541950711794,low,0.0097,"[7, 8, 4, 12, 3, 6, 1, 11, 2, 14]","C,C,C,C,C,C,C,C,C,C",C=C(C)C1CCC1CCC,CC12C3C(=CCC2C3C(CC1)C(C)C)C
3278,nerolidol,507,0.0739933222184168,low,0.0082,"[11, 0, 14, 15, 3, 6, 9, 13, 1, 2]","C,C,C,C,C,C,C,O,C,C",C.C.CCO.CC=C(C)C,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C
7314,"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7S,7aR,7bR)-",33410,0.0721539840592485,low,0.0136,"[8, 7, 14, 13, 10, 11, 2, 5, 6, 9]","C,C,C,O,C,C,C,C,C,C",C.O.CCCCCCCC,CC1(C2C3C(CCC3C(CCC21)=C)(O)C)C
8640,"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aS,4aS,7R,7aS,7bS)-",33410,0.0721539840592485,low,0.0251,"[13, 9, 10, 4, 11, 3, 15, 8, 6, 2]","O,C,C,C,C,C,C,C,C,C",C.C.CCCCCCCO,CC1(C2C3C(CCC3C(CCC21)=C)(O)C)C
1746,β-Pinene,13403,0.0707132007868821,low,0.0182,"[1, 5, 7, 4, 0, 2, 6, 3, 8, 9]","C,C,C,C,C,C,C,C,C,C",CC1=C2CC(CC1)C2(C)C,CC1=C2CC(C2(C)C)CC1
3151,farnesol,28297,0.0694196475710496,low,0.0101,"[10, 4, 13, 2, 0, 9, 11, 15, 5, 6]","C,C,C,C,C,C,C,C,C,C",C.C.C.C=C/C.C/C=C\C,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C
1741,Terpinen-4-ol,32939,0.0641344568470143,low,0.0109,"[6, 3, 0, 1, 4, 2, 9, 10, 8, 5]","C,C,C,C,C,C,C,O,C,C",C.C.CC1=CCC(O)CC1,CC1=CCC(CC1)(C(C)C)O
8570,"6H-Purin-6-one, 2-amino-1,9-dihydro-9-[(2-hydroxyethoxy)methyl]-",12862,0.0597260207759707,low,0.0254,"[4, 12, 1, 6, 14, 13, 9, 15, 3, 2]","N,N,N,O,O,C,O,N,C,C",N.O.O.nc(cn)c(=O)[nH],C1=NC2=C(N1COCCO)N=C(NC2=O)N
1380,Linalool,29867,0.0527068546035749,low,0.0229,"[2, 5, 0, 8, 6, 9, 3, 1, 10, 4]","C,C,C,C,C,O,C,C,C,C",C.CC(C)=CCCC(C)O,CC(=CCCC(C)(C=C)O)C
2027,Camphene,9691,0.0512446880014635,low,0.0177,"[1, 0, 8, 4, 2, 9, 5, 7, 6, 3]","C,C,C,C,C,C,C,C,C,C",C=C1C2CCC(C2)C1(C)C,CC1(C2CCC(C2)C1=C)C
7698,"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-, (1E,6E,8S)-",38009,0.0501568742592053,low,0.0185,"[6, 14, 10, 5, 9, 8, 3, 2, 13, 7]","C,C,C,C,C,C,C,C,C,C",C.C.CC.C=C/C=C/CC,C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C
1902,a-terpinene,32685,0.0500259494285478,low,0.0103,"[3, 8, 0, 9, 2, 1, 6, 4, 5, 7]","C,C,C,C,C,C,C,C,C,C",CC1=CC=C(C(C)C)CC1,CC1=CC=C(CC1)C(C)C
1755,α-Pinene,29867,0.0488829248123128,low,0.013,"[0, 7, 1, 2, 3, 5, 4, 9, 6, 8]","C,C,C,C,C,C,C,C,C,C",CC1=C[C@H]2C[C@@H](C1)C2(C)C,CC1=C[C@H]2C[C@@H](C1)C2(C)C
7367,"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-α,α,4a,8-tetramethyl-, (2R,4aS)-",17189,0.044532797957719,low,0.0217,"[6, 0, 5, 1, 13, 9, 15, 12, 2, 10]","C,C,C,C,C,C,C,C,O,C",C.C=CC(C)C.CC(C)O,CC(O)(C1CC2=C(CCCC2(CC1)C)C)C
6567,"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-α,α,4a,8-tetramethyl-, (2R,4aR)-",17189,0.044532797957719,low,0.0317,"[3, 10, 9, 15, 11, 1, 5, 13, 14, 12]","C,C,C,O,C,C,C,C,C,C",C.C.C.CCC.CC(C)O,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O
10068,"α-L-Mannopyranose, 6-deoxy-",41129,0.0391976746641663,low,0.0398,"[10, 5, 8, 3, 9, 4, 6, 0, 7, 2]","O,C,O,C,O,C,O,C,O,C",C.OC[C@@H](O)[C@@H](O)C(O)O,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O
8606,"α-D-Galactopyranose, 6-deoxy-",41129,0.0391976746641663,low,0.0278,"[3, 10, 2, 6, 5, 8, 7, 4, 0, 9]","C,O,O,O,C,O,C,C,O,C",O.CC(O)C(O)C(O)CO,OC1OC(C)C(O)C(O)C1O
10174,"4,6-Cyclopentacycloundecenediol, 1,2,3,3a,4,5,6,9,10,12a-decahydro-3-(1-hydroxy-1-methylethyl)-6,10,12a-trimethyl-, (3R,3aS,4S,6S,7E,10R,11E,12aR)-rel-(-)-",19165,0.0391178438842302,low,0.0228,"[10, 19, 6, 15, 14, 21, 1, 12, 20, 16]","C,O,C,C,C,C,C,C,C,C",C.C.C.CC.CC(O)CC,OC(C)(C)[C@@H]1CC[C@@]2(/C=C/[C@@H](C/C=C/[C@](C[C@@H]([C@H]21)O)(O)C)C)C
10226,"Bicyclo[8.1.0]undeca-2,6-diene, 3,7,11,11-tetramethyl-, (1S,2E,6E,10R)-",7170,0.0332561755596527,low,0.0257,"[10, 11, 9, 6, 14, 4, 5, 7, 8, 1]","C,C,C,C,C,C,C,C,C,C",C.C/C(C)=C/C1CC1(C)C,C/C/1=C\CC/C(=C/C2C(C2(C)C)CC1)/C
1914,limonene,26612,0.0276542261901049,low,0.0106,"[2, 7, 1, 5, 9, 4, 8, 0, 6, 3]","C,C,C,C,C,C,C,C,C,C",C=C(C)C1CC=C(C)CC1,CC1=CCC(CC1)C(=C)C
8123,D-Mannose,41231,0.0273647107138455,low,0.0197,"[4, 6, 3, 10, 9, 11, 8, 5, 2, 1]","C,O,C,O,O,O,O,C,C,C",O.O[C@@H]1[C@H](O)COC[C@H]1O,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
9018,D-Galactose,41231,0.0273647107138455,low,0.0095,"[4, 1, 10, 2, 9, 3, 11, 7, 0, 5]","C,C,O,C,O,C,O,O,C,C",OCC[C@H](O)[C@H](O)CCO,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O
8971,D-Glucose,41231,0.0273647107138455,low,0.0142,"[1, 0, 8, 7, 11, 5, 2, 9, 4, 6]","C,C,O,O,O,C,C,O,C,O",O.C[C@@H](CO)OC(O)CO,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
1752,α-Terpinolene,18142,0.0258492399100484,low,0.0187,"[1, 4, 9, 2, 7, 6, 3, 5, 8, 10]","C,C,C,C,C,C,C,C,C",,CC1=CCC(=C(C)C)CC1
8304,D-Arabinose,41273,0.0222575142037615,low,0.0102,"[8, 3, 2, 0, 4, 6, 5, 1, 7, 9]","O,C,C,C,C,O,O,C,O,O",O=C[C@@H](O)[C@H](O)[C@H](O)CO,C([C@H]([C@H]([C@@H](C=O)O)O)O)O
9464,D-Ribose,41273,0.0222575142037615,low,0.0123,"[6, 3, 7, 8, 9, 0, 2, 1, 5, 4]","O,C,O,O,O,C,C,C,O,C",OC1OC[C@@H](O)[C@@H](O)[C@H]1O,C1[C@H]([C@H]([C@H](C(O1)O)O)O)O
9971,D-Xylose,41273,0.0222575142037615,low,0.0077,"[6, 9, 0, 2, 7, 4, 8, 1, 5, 3]","O,O,C,C,O,C,O,C,O,C",OC1OC[C@@H](O)[C@H](O)[C@H]1O,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O
6231,Arabinose,41273,0.0222575142037615,low,0.0126,"[4, 3, 6, 0, 9, 2, 1, 5, 7, 8]","C,C,O,C,O,C,C,O,O,O",OC1OC[C@H](O)[C@H](O)[C@H]1O,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O
8910,L-Arabinose,41273,0.0222575142037615,low,0.0155,"[9, 1, 5, 3, 0, 4, 6, 2, 7, 8]","O,C,O,C,C,C,O,C,O,O",OC1OC[C@H](O)[C@H](O)[C@H]1O,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O
7881,L-Lyxose,41273,0.0222575142037615,low,0.0184,"[8, 5, 0, 2, 6, 1, 9, 3, 7, 4]","O,O,C,C,O,C,O,C,O,C",O=C[C@H](O)[C@H](O)[C@@H](O)CO,C([C@@H]([C@H]([C@H](C=O)O)O)O)O
949,ω-fenil alcanoic acid,6356,0.0216690198011044,low,0.0066,"[8, 7, 4, 10, 5, 0, 9, 2, 6, 1]","O,C,C,C,C,O,C,C,C",,C1=CC=C(C=C1)CC(=O)O
6715,D-Galacturonic acid,41231,0.0215492998479444,low,0.0147,"[3, 7, 5, 6, 9, 0, 1, 2, 4, 12]","O,O,C,O,O,C,C,C,C,O",O.OC1OCC[C@H](O)[C@H]1O,[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O
6593,D-Glucuronic acid,41231,0.0215492998479444,low,0.0337,"[2, 4, 1, 11, 8, 9, 5, 3, 7, 6]","C,C,C,O,C,O,C,O,O,O",O=C[C@H](CO)OC(O)CO,[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O
1750,γ-Terpinene,19661,0.0206326480772609,low,0.0174,"[2, 3, 0, 9, 1, 5, 4, 6, 7, 8]","C,C,C,C,C,C,C,C,C,C",C.C.C.CC1=CC=CCC1,C.C.C.CC1=CC=C(CC1)C(C)C.CC1=CCC(=CC1)C(C)C.CC(C)C1=CCC(=C)CC1
5788,"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5E,8R)-",19661,0.0190425078554199,low,0.0111,"[2, 0, 1, 4, 9, 7, 5, 12, 6, 11]","C,C,C,C,C,C,C,C,C,C",CC(=C)C.C=C(\C)C.CC,C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C
6561,"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5E,8S)-",19661,0.0190425078554199,low,0.0137,"[13, 5, 7, 10, 11, 1, 14, 6, 2, 0]","C,C,C,C,C,C,C,C,C,C",CC.C=C(\C)C.C/C=C\C,C/C/1=C\CC/C(=C/C[C@H](CC1)C(=C)C)/C
9705,"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (1E,5Z,8S)-",19661,0.0190425078554199,low,0.0123,"[9, 10, 11, 13, 0, 7, 6, 12, 5, 14]","C,C,C,C,C,C,C,C,C,C",C.C=CC.CC.CC=CC,CC1=CCCC(=CC[C@H](CC1)C(=C)C)C
1745,"1,8-Cineole",24447,0.0132514954037134,low,0.0205,"[8, 4, 9, 2, 6, 10, 7, 3, 0, 1]","C,C,C,C,O,C,C,C,C,C",C.CCC(CC)C(C)(C)O,CC1(C2CCC(O1)(CC2)C)C
3046,Malic acid,38506,0.0130896287773367,low,0.0103,"[8, 7, 4, 3, 6, 5, 0, 2, 1]","O,O,O,O,C,O,C,C,C",O=C(O)CC(O)C(=O)O,C(C(C(=O)O)O)C(=O)O
9449,"1,4,8-Cycloundecatriene, 2,6,6,9-tetramethyl-, (1E,4E,8E)-",11482,0.0083933881506362,low,0.0123,"[12, 3, 5, 4, 11, 6, 13, 14, 10, 1]","C,C,C,C,C,C,C,C,C,C",C.CCC.C=C/C(C)(C)C,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C
7404,"12-Oxabicyclo[9.1.0]dodeca-3,7-diene, 1,5,5,8-tetramethyl-, (1R,3E,7E,11R)-",41271,0.0081713784068442,low,0.0172,"[10, 15, 2, 13, 0, 7, 6, 1, 12, 8]","O,C,C,C,C,C,C,C,C,C",C.CCC(C)O.C=C(/C)C,C/C/1=C/CC(/C=C\C[C@@]2([C@H](O2)CC1)C)(C)C
9811,"12-Oxabicyclo[9.1.0]dodeca-3,7-diene, 1,5,5,8-tetramethyl-",41271,0.0081713784068442,low,0.0133,"[0, 3, 1, 8, 11, 4, 15, 14, 6, 10]","C,C,C,C,C,C,C,C,C,O",C.C.CC.CO.CC(C)C,CC1=CCC(C=CCC2(C(O2)CC1)C)(C)C
1828,Benzyl benzoate,26373,0.0,low,0.027,"[14, 13, 10, 0, 1, 5, 2, 11, 12, 7]","C,C,C,C,C,C,C,C,C,O",O.cccc.ccccc,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
