joint_idx,source,brnpdb_id,common_name,HIV_active,community
10394,HIV,,,1.0,4305
10395,HIV,,,0.0,11121
10396,HIV,,,1.0,4306
10397,HIV,,,0.0,4306
10398,HIV,,,0.0,4306
10399,HIV,,,0.0,4306
10400,HIV,,,0.0,14106
10401,HIV,,,0.0,343
10402,HIV,,,0.0,343
10403,HIV,,,0.0,4307
10404,HIV,,,0.0,4308
10405,HIV,,,0.0,4308
10406,HIV,,,1.0,335
10407,HIV,,,0.0,14106
10408,HIV,,,0.0,4309
10409,HIV,,,0.0,4310
10410,HIV,,,0.0,4311
10411,HIV,,,0.0,4312
10412,HIV,,,0.0,4313
10413,HIV,,,0.0,4313
10414,HIV,,,0.0,4314
10415,HIV,,,0.0,4315
10416,HIV,,,0.0,4313
10417,HIV,,,0.0,9512
10418,HIV,,,0.0,4316
10419,HIV,,,0.0,4317
10420,HIV,,,0.0,4318
10421,HIV,,,0.0,2546
10422,HIV,,,0.0,4319
10423,HIV,,,0.0,4320
10424,HIV,,,0.0,4321
10425,HIV,,,0.0,7591
10426,HIV,,,0.0,4322
10427,HIV,,,0.0,5730
10428,HIV,,,0.0,4323
10429,HIV,,,0.0,4324
10430,HIV,,,0.0,4325
10431,HIV,,,0.0,2800
10432,HIV,,,0.0,2800
10433,HIV,,,0.0,2800
10434,HIV,,,0.0,2800
10435,HIV,,,0.0,5528
10436,HIV,,,0.0,4326
10437,HIV,,,0.0,4327
10438,HIV,,,0.0,4328
10439,HIV,,,0.0,4329
10440,HIV,,,0.0,2037
10441,HIV,,,0.0,4330
10442,HIV,,,0.0,3034
10443,HIV,,,0.0,4331
10444,HIV,,,0.0,4332
10445,HIV,,,0.0,4333
10446,HIV,,,1.0,4334
10447,HIV,,,0.0,13997
10448,HIV,,,0.0,7591
10449,HIV,,,0.0,7591
10450,HIV,,,0.0,7591
10451,HIV,,,0.0,7591
10452,HIV,,,0.0,4335
10453,HIV,,,0.0,4336
10454,HIV,,,0.0,12533
10455,HIV,,,0.0,4337
10456,HIV,,,0.0,4338
10457,HIV,,,0.0,4339
10458,HIV,,,0.0,4340
10459,HIV,,,0.0,4341
10460,HIV,,,0.0,4342
10461,HIV,,,0.0,9512
10462,HIV,,,1.0,3021
10463,HIV,,,0.0,4343
10464,HIV,,,0.0,4344
10465,HIV,,,0.0,3780
10466,HIV,,,0.0,4345
10467,HIV,,,0.0,4345
10468,HIV,,,0.0,3254
10469,HIV,,,0.0,3254
10470,HIV,,,0.0,4346
10471,HIV,,,0.0,4347
10472,HIV,,,0.0,4348
10473,HIV,,,0.0,4348
10474,HIV,,,0.0,13419
10475,HIV,,,0.0,14106
10476,HIV,,,0.0,4301
10477,HIV,,,0.0,4349
10478,HIV,,,0.0,1729
10479,HIV,,,0.0,4350
10480,HIV,,,0.0,4349
10481,HIV,,,0.0,4349
10482,HIV,,,0.0,4351
10483,HIV,,,0.0,4349
10484,HIV,,,0.0,4351
10485,HIV,,,0.0,1729
10486,HIV,,,0.0,10275
10487,HIV,,,0.0,4352
10488,HIV,,,0.0,5165
10489,HIV,,,0.0,4353
10490,HIV,,,0.0,4354
10491,HIV,,,0.0,4354
10492,HIV,,,0.0,4355
10493,HIV,,,0.0,4356
10494,HIV,,,0.0,4357
10495,HIV,,,0.0,4358
10496,HIV,,,0.0,4359
10497,HIV,,,0.0,3306
10498,HIV,,,0.0,4360
10499,HIV,,,0.0,4366
10500,HIV,,,0.0,4361
10501,HIV,,,0.0,4361
10502,HIV,,,0.0,4362
10503,HIV,,,0.0,4363
10504,HIV,,,0.0,2139
10505,HIV,,,0.0,4364
10506,HIV,,,0.0,4365
10507,HIV,,,0.0,14106
10508,HIV,,,0.0,4366
10509,HIV,,,0.0,4367
10510,HIV,,,1.0,6801
10511,HIV,,,0.0,6801
10512,HIV,,,0.0,6801
10513,HIV,,,0.0,4368
10514,HIV,,,0.0,4369
10515,HIV,,,0.0,5747
10516,HIV,,,0.0,4370
10517,HIV,,,0.0,4371
10518,HIV,,,0.0,4373
10519,HIV,,,0.0,4372
10520,HIV,,,0.0,4373
10521,HIV,,,0.0,4374
10522,HIV,,,0.0,4375
10523,HIV,,,0.0,4376
10524,HIV,,,0.0,4377
10525,HIV,,,0.0,4232
10526,HIV,,,1.0,4306
10527,HIV,,,0.0,2546
10528,HIV,,,1.0,1016
10529,HIV,,,0.0,2047
10530,HIV,,,0.0,4378
10531,HIV,,,0.0,4379
10532,HIV,,,0.0,4380
10533,HIV,,,0.0,4381
10534,HIV,,,0.0,4382
10535,HIV,,,0.0,4383
10536,HIV,,,0.0,1124
10537,HIV,,,1.0,285
10538,HIV,,,0.0,4384
10539,HIV,,,0.0,4385
10540,HIV,,,0.0,4385
10541,HIV,,,0.0,4386
10542,HIV,,,1.0,14106
10543,HIV,,,0.0,4281
10544,HIV,,,0.0,2546
10545,HIV,,,0.0,2546
10546,HIV,,,0.0,4387
10547,HIV,,,0.0,4387
10548,HIV,,,0.0,4388
10549,HIV,,,0.0,4388
10550,HIV,,,0.0,4389
10551,HIV,,,0.0,7591
10552,HIV,,,0.0,7591
10553,HIV,,,0.0,2546
10554,HIV,,,0.0,4390
10555,HIV,,,0.0,4390
10556,HIV,,,0.0,4390
10557,HIV,,,0.0,4390
10558,HIV,,,0.0,2546
10559,HIV,,,0.0,2546
10560,HIV,,,0.0,2546
10561,HIV,,,0.0,2546
10562,HIV,,,0.0,4391
10563,HIV,,,0.0,4392
10564,HIV,,,0.0,4393
10565,HIV,,,0.0,4393
10566,HIV,,,0.0,4394
10567,HIV,,,0.0,4395
10568,HIV,,,0.0,4396
10569,HIV,,,0.0,4397
10570,HIV,,,0.0,10138
10571,HIV,,,0.0,5424
10572,HIV,,,0.0,5424
10573,HIV,,,0.0,3021
10574,HIV,,,0.0,1729
10575,HIV,,,0.0,4398
10576,HIV,,,0.0,4398
10577,HIV,,,0.0,4398
10578,HIV,,,0.0,6650
10579,HIV,,,0.0,4398
10580,HIV,,,0.0,4399
10581,HIV,,,0.0,3965
10582,HIV,,,1.0,4373
10583,HIV,,,0.0,4400
10584,HIV,,,0.0,4401
10585,HIV,,,1.0,3021
10586,HIV,,,0.0,9176
10587,HIV,,,0.0,9176
10588,HIV,,,0.0,9176
10589,HIV,,,0.0,9176
10590,HIV,,,0.0,9176
10591,HIV,,,0.0,9176
10592,HIV,,,0.0,9176
10593,HIV,,,0.0,4402
10594,HIV,,,0.0,4403
10595,HIV,,,0.0,4404
10596,HIV,,,0.0,11645
10597,HIV,,,0.0,11645
10598,HIV,,,0.0,11645
10599,HIV,,,1.0,4263
10600,HIV,,,0.0,4405
10601,HIV,,,0.0,4405
10602,HIV,,,0.0,4405
10603,HIV,,,0.0,4405
10604,HIV,,,0.0,4405
10605,HIV,,,0.0,4405
10606,HIV,,,0.0,4405
10607,HIV,,,0.0,4406
10608,HIV,,,0.0,5363
10609,HIV,,,0.0,1016
10610,HIV,,,0.0,5363
10611,HIV,,,0.0,4407
10612,HIV,,,0.0,4407
10613,HIV,,,0.0,4408
10614,HIV,,,0.0,4408
10615,HIV,,,0.0,344
10616,HIV,,,0.0,344
10617,HIV,,,0.0,344
10618,HIV,,,0.0,1016
10619,HIV,,,0.0,4409
10620,HIV,,,0.0,4409
10621,HIV,,,0.0,4410
10622,HIV,,,0.0,5363
10623,HIV,,,0.0,5676
10624,HIV,,,0.0,4411
10625,HIV,,,0.0,4412
10626,HIV,,,0.0,4413
10627,HIV,,,0.0,4414
10628,HIV,,,0.0,1729
10629,HIV,,,0.0,4415
10630,HIV,,,0.0,205
10631,HIV,,,0.0,205
10632,HIV,,,0.0,205
10633,HIV,,,0.0,205
10634,HIV,,,0.0,205
10635,HIV,,,0.0,205
10636,HIV,,,0.0,4416
10637,HIV,,,0.0,4417
10638,HIV,,,0.0,4418
10639,HIV,,,0.0,14106
10640,HIV,,,0.0,4419
10641,HIV,,,0.0,4419
10642,HIV,,,0.0,4420
10643,HIV,,,0.0,1016
10644,HIV,,,0.0,5165
10645,HIV,,,0.0,8686
10646,HIV,,,0.0,4548
10647,HIV,,,0.0,4548
10648,HIV,,,0.0,7591
10649,HIV,,,0.0,4421
10650,HIV,,,1.0,9856
10651,HIV,,,0.0,4422
10652,HIV,,,0.0,4423
10653,HIV,,,0.0,10862
10654,HIV,,,0.0,4424
10655,HIV,,,0.0,10633
10656,HIV,,,0.0,10633
10657,HIV,,,0.0,4425
10658,HIV,,,1.0,6889
10659,HIV,,,0.0,10138
10660,HIV,,,0.0,10138
10661,HIV,,,0.0,335
10662,HIV,,,0.0,4426
10663,HIV,,,0.0,4427
10664,HIV,,,0.0,1016
10665,HIV,,,0.0,4427
10666,HIV,,,0.0,5597
10667,HIV,,,0.0,5597
10668,HIV,,,0.0,5597
10669,HIV,,,0.0,4428
10670,HIV,,,0.0,12533
10671,HIV,,,0.0,4428
10672,HIV,,,0.0,13922
10673,HIV,,,0.0,4429
10674,HIV,,,0.0,4430
10675,HIV,,,0.0,4430
10676,HIV,,,0.0,4431
10677,HIV,,,0.0,12631
10678,HIV,,,0.0,4974
10679,HIV,,,0.0,5597
10680,HIV,,,0.0,4432
10681,HIV,,,0.0,4433
10682,HIV,,,0.0,13922
10683,HIV,,,0.0,4434
10684,HIV,,,0.0,4435
10685,HIV,,,0.0,4436
10686,HIV,,,0.0,4437
10687,HIV,,,0.0,4438
10688,HIV,,,0.0,4438
10689,HIV,,,0.0,4438
10690,HIV,,,0.0,3279
10691,HIV,,,0.0,4974
10692,HIV,,,0.0,4438
10693,HIV,,,0.0,4439
10694,HIV,,,0.0,4427
10695,HIV,,,0.0,4430
10696,HIV,,,0.0,3279
10697,HIV,,,0.0,4440
10698,HIV,,,0.0,4441
10699,HIV,,,0.0,4442
10700,HIV,,,0.0,4443
10701,HIV,,,0.0,4444
10702,HIV,,,1.0,4445
10703,HIV,,,0.0,4446
10704,HIV,,,0.0,170
10705,HIV,,,0.0,13495
10706,HIV,,,0.0,4447
10707,HIV,,,0.0,11527
10708,HIV,,,0.0,4448
10709,HIV,,,0.0,4449
10710,HIV,,,0.0,4450
10711,HIV,,,0.0,4451
10712,HIV,,,0.0,13130
10713,HIV,,,0.0,98
10714,HIV,,,0.0,4452
10715,HIV,,,0.0,4453
10716,HIV,,,0.0,4454
10717,HIV,,,0.0,4454
10718,HIV,,,0.0,4455
10719,HIV,,,0.0,4456
10720,HIV,,,0.0,4462
10721,HIV,,,0.0,4457
10722,HIV,,,0.0,4458
10723,HIV,,,0.0,4462
10724,HIV,,,0.0,4459
10725,HIV,,,0.0,4462
10726,HIV,,,0.0,4460
10727,HIV,,,0.0,4461
10728,HIV,,,0.0,4460
10729,HIV,,,0.0,4462
10730,HIV,,,0.0,6341
10731,HIV,,,0.0,4463
10732,HIV,,,0.0,4464
10733,HIV,,,0.0,4465
10734,HIV,,,0.0,5723
10735,HIV,,,0.0,6341
10736,HIV,,,0.0,4466
10737,HIV,,,0.0,4467
10738,HIV,,,0.0,4466
10739,HIV,,,0.0,4468
10740,HIV,,,0.0,4469
10741,HIV,,,0.0,6341
10742,HIV,,,0.0,1016
10743,HIV,,,0.0,6341
10744,HIV,,,0.0,4470
10745,HIV,,,0.0,4471
10746,HIV,,,0.0,4472
10747,HIV,,,0.0,4473
10748,HIV,,,0.0,4474
10749,HIV,,,0.0,4475
10750,HIV,,,0.0,9047
10751,HIV,,,0.0,4476
10752,HIV,,,0.0,4477
10753,HIV,,,0.0,4478
10754,HIV,,,0.0,1016
10755,HIV,,,0.0,1016
10756,HIV,,,0.0,335
10757,HIV,,,0.0,4484
10758,HIV,,,0.0,4479
10759,HIV,,,0.0,4479
10760,HIV,,,0.0,4480
10761,HIV,,,0.0,4481
10762,HIV,,,0.0,4482
10763,HIV,,,0.0,4483
10764,HIV,,,0.0,7337
10765,HIV,,,0.0,5597
10766,HIV,,,0.0,11753
10767,HIV,,,0.0,7337
10768,HIV,,,0.0,7337
10769,HIV,,,0.0,4483
10770,HIV,,,0.0,4484
10771,HIV,,,0.0,7337
10772,HIV,,,0.0,4485
10773,HIV,,,0.0,4486
10774,HIV,,,0.0,4485
10775,HIV,,,0.0,7382
10776,HIV,,,0.0,7382
10777,HIV,,,0.0,4487
10778,HIV,,,0.0,4488
10779,HIV,,,0.0,4489
10780,HIV,,,0.0,4490
10781,HIV,,,0.0,4491
10782,HIV,,,0.0,10746
10783,HIV,,,0.0,10746
10784,HIV,,,0.0,4492
10785,HIV,,,0.0,4496
10786,HIV,,,0.0,4493
10787,HIV,,,0.0,4494
10788,HIV,,,0.0,4495
10789,HIV,,,0.0,3279
10790,HIV,,,0.0,10412
10791,HIV,,,0.0,4496
10792,HIV,,,0.0,4497
10793,HIV,,,0.0,4497
10794,HIV,,,0.0,4498
10795,HIV,,,0.0,4499
10796,HIV,,,0.0,4500
10797,HIV,,,0.0,4501
10798,HIV,,,0.0,4502
10799,HIV,,,0.0,4503
10800,HIV,,,0.0,4504
10801,HIV,,,0.0,4505
10802,HIV,,,0.0,7356
10803,HIV,,,0.0,7356
10804,HIV,,,0.0,4506
10805,HIV,,,0.0,4506
10806,HIV,,,0.0,4507
10807,HIV,,,0.0,4508
10808,HIV,,,0.0,4509
10809,HIV,,,0.0,1016
10810,HIV,,,0.0,4510
10811,HIV,,,0.0,4511
10812,HIV,,,0.0,4512
10813,HIV,,,0.0,5597
10814,HIV,,,0.0,4513
10815,HIV,,,0.0,4514
10816,HIV,,,0.0,6801
10817,HIV,,,0.0,4683
10818,HIV,,,0.0,3021
10819,HIV,,,0.0,3021
10820,HIV,,,0.0,4515
10821,HIV,,,0.0,4516
10822,HIV,,,0.0,4517
10823,HIV,,,0.0,205
10824,HIV,,,0.0,4518
10825,HIV,,,1.0,5165
10826,HIV,,,0.0,12492
10827,HIV,,,0.0,4519
10828,HIV,,,0.0,4520
10829,HIV,,,0.0,4521
10830,HIV,,,0.0,205
10831,HIV,,,0.0,4522
10832,HIV,,,0.0,10400
10833,HIV,,,0.0,4523
10834,HIV,,,0.0,1016
10835,HIV,,,0.0,10862
10836,HIV,,,0.0,10862
10837,HIV,,,0.0,4523
10838,HIV,,,0.0,36
10839,HIV,,,0.0,4524
10840,HIV,,,0.0,4523
10841,HIV,,,0.0,4202
10842,HIV,,,1.0,4527
10843,HIV,,,1.0,4527
10844,HIV,,,1.0,4527
10845,HIV,,,0.0,4527
10846,HIV,,,0.0,4527
10847,HIV,,,0.0,4527
10848,HIV,,,0.0,4525
10849,HIV,,,0.0,4527
10850,HIV,,,0.0,4526
10851,HIV,,,0.0,4527
10852,HIV,,,0.0,4526
10853,HIV,,,0.0,4527
10854,HIV,,,0.0,4527
10855,HIV,,,0.0,4526
10856,HIV,,,0.0,4526
10857,HIV,,,0.0,4523
10858,HIV,,,1.0,3021
10859,HIV,,,1.0,4528
10860,HIV,,,0.0,8959
10861,HIV,,,0.0,5747
10862,HIV,,,0.0,4529
10863,HIV,,,0.0,4530
10864,HIV,,,0.0,4531
10865,HIV,,,0.0,4532
10866,HIV,,,1.0,5363
10867,HIV,,,0.0,5363
10868,HIV,,,0.0,4533
10869,HIV,,,0.0,205
10870,HIV,,,0.0,205
10871,HIV,,,0.0,4534
10872,HIV,,,0.0,9567
10873,HIV,,,0.0,9567
10874,HIV,,,1.0,4445
10875,HIV,,,0.0,335
10876,HIV,,,0.0,4535
10877,HIV,,,0.0,4535
10878,HIV,,,0.0,8959
10879,HIV,,,0.0,10753
10880,HIV,,,0.0,8032
10881,HIV,,,0.0,8032
10882,HIV,,,0.0,10753
10883,HIV,,,0.0,4536
10884,HIV,,,0.0,10753
10885,HIV,,,0.0,4537
10886,HIV,,,0.0,4538
10887,HIV,,,0.0,6739
10888,HIV,,,0.0,4539
10889,HIV,,,0.0,4540
10890,HIV,,,0.0,4541
10891,HIV,,,0.0,4542
10892,HIV,,,0.0,4543
10893,HIV,,,0.0,4544
10894,HIV,,,0.0,4545
10895,HIV,,,0.0,4546
10896,HIV,,,0.0,7356
10897,HIV,,,0.0,2609
10898,HIV,,,0.0,4547
10899,HIV,,,0.0,6801
10900,HIV,,,0.0,6801
10901,HIV,,,0.0,6801
10902,HIV,,,0.0,6801
10903,HIV,,,0.0,6801
10904,HIV,,,0.0,6801
10905,HIV,,,0.0,6801
10906,HIV,,,0.0,6801
10907,HIV,,,0.0,6801
10908,HIV,,,0.0,205
10909,HIV,,,0.0,205
10910,HIV,,,0.0,4548
10911,HIV,,,0.0,4548
10912,HIV,,,0.0,4548
10913,HIV,,,0.0,4548
10914,HIV,,,0.0,4548
10915,HIV,,,0.0,7591
10916,HIV,,,0.0,4549
10917,HIV,,,0.0,7591
10918,HIV,,,0.0,4550
10919,HIV,,,0.0,4551
10920,HIV,,,0.0,7388
10921,HIV,,,0.0,7388
10922,HIV,,,0.0,7388
10923,HIV,,,0.0,7388
10924,HIV,,,0.0,7388
10925,HIV,,,0.0,7388
10926,HIV,,,1.0,4552
10927,HIV,,,0.0,4553
10928,HIV,,,1.0,335
10929,HIV,,,0.0,4554
10930,HIV,,,0.0,4555
10931,HIV,,,0.0,4556
10932,HIV,,,0.0,4556
10933,HIV,,,0.0,1752
10934,HIV,,,0.0,4556
10935,HIV,,,0.0,4556
10936,HIV,,,0.0,4556
10937,HIV,,,0.0,4556
10938,HIV,,,0.0,4557
10939,HIV,,,0.0,1752
10940,HIV,,,0.0,3279
10941,HIV,,,0.0,4558
10942,HIV,,,0.0,4559
10943,HIV,,,0.0,4560
10944,HIV,,,0.0,4561
10945,HIV,,,0.0,4292
10946,HIV,,,0.0,4292
10947,HIV,,,0.0,4562
10948,HIV,,,0.0,7591
10949,HIV,,,0.0,4563
10950,HIV,,,0.0,4548
10951,HIV,,,0.0,4548
10952,HIV,,,0.0,4548
10953,HIV,,,0.0,4548
10954,HIV,,,0.0,4548
10955,HIV,,,0.0,4548
10956,HIV,,,0.0,4548
10957,HIV,,,0.0,4548
10958,HIV,,,0.0,4548
10959,HIV,,,0.0,4548
10960,HIV,,,0.0,4548
10961,HIV,,,0.0,6724
10962,HIV,,,0.0,5747
10963,HIV,,,0.0,4564
10964,HIV,,,0.0,3021
10965,HIV,,,0.0,4565
10966,HIV,,,0.0,205
10967,HIV,,,0.0,205
10968,HIV,,,0.0,205
10969,HIV,,,0.0,205
10970,HIV,,,0.0,4566
10971,HIV,,,0.0,4567
10972,HIV,,,0.0,4568
10973,HIV,,,0.0,4569
10974,HIV,,,0.0,4570
10975,HIV,,,0.0,434
10976,HIV,,,0.0,11886
10977,HIV,,,0.0,4571
10978,HIV,,,0.0,4572
10979,HIV,,,0.0,4573
10980,HIV,,,0.0,5118
10981,HIV,,,1.0,5118
10982,HIV,,,1.0,4574
10983,HIV,,,0.0,4575
10984,HIV,,,0.0,5
10985,HIV,,,0.0,4576
10986,HIV,,,0.0,4577
10987,HIV,,,0.0,434
10988,HIV,,,1.0,434
10989,HIV,,,0.0,434
10990,HIV,,,0.0,4578
10991,HIV,,,0.0,4579
10992,HIV,,,0.0,4580
10993,HIV,,,0.0,4581
10994,HIV,,,0.0,4581
10995,HIV,,,0.0,4581
10996,HIV,,,0.0,4582
10997,HIV,,,0.0,7388
10998,HIV,,,0.0,14106
10999,HIV,,,0.0,4583
11000,HIV,,,0.0,4584
11001,HIV,,,0.0,4585
11002,HIV,,,0.0,4586
11003,HIV,,,0.0,4573
11004,HIV,,,0.0,4587
11005,HIV,,,0.0,4527
11006,HIV,,,0.0,6558
11007,HIV,,,0.0,4588
11008,HIV,,,0.0,4589
11009,HIV,,,0.0,4590
11010,HIV,,,0.0,6574
11011,HIV,,,0.0,5363
11012,HIV,,,0.0,6583
11013,HIV,,,0.0,4591
11014,HIV,,,0.0,6574
11015,HIV,,,0.0,6574
11016,HIV,,,0.0,4592
11017,HIV,,,0.0,6583
11018,HIV,,,0.0,6583
11019,HIV,,,0.0,6023
11020,HIV,,,0.0,4593
11021,HIV,,,0.0,6027
11022,HIV,,,0.0,4594
11023,HIV,,,0.0,4595
11024,HIV,,,0.0,11406
11025,HIV,,,0.0,4596
11026,HIV,,,0.0,4601
11027,HIV,,,0.0,4601
11028,HIV,,,0.0,4597
11029,HIV,,,0.0,11406
11030,HIV,,,0.0,4598
11031,HIV,,,0.0,4599
11032,HIV,,,0.0,4600
11033,HIV,,,0.0,4601
11034,HIV,,,0.0,11406
11035,HIV,,,0.0,11406
11036,HIV,,,0.0,11406
11037,HIV,,,0.0,4601
11038,HIV,,,0.0,11406
11039,HIV,,,0.0,11406
11040,HIV,,,0.0,11406
11041,HIV,,,0.0,11406
11042,HIV,,,0.0,4601
11043,HIV,,,0.0,11406
11044,HIV,,,0.0,4601
11045,HIV,,,0.0,6086
11046,HIV,,,0.0,4602
11047,HIV,,,0.0,5832
11048,HIV,,,0.0,6086
11049,HIV,,,0.0,5831
11050,HIV,,,0.0,4603
11051,HIV,,,0.0,10400
11052,HIV,,,0.0,4616
11053,HIV,,,0.0,10400
11054,HIV,,,0.0,10400
11055,HIV,,,0.0,4604
11056,HIV,,,0.0,10400
11057,HIV,,,0.0,4605
11058,HIV,,,0.0,4606
11059,HIV,,,0.0,4607
11060,HIV,,,0.0,5151
11061,HIV,,,0.0,4608
11062,HIV,,,0.0,4609
11063,HIV,,,0.0,6583
11064,HIV,,,0.0,5363
11065,HIV,,,0.0,4610
11066,HIV,,,0.0,4611
11067,HIV,,,0.0,11406
11068,HIV,,,0.0,11406
11069,HIV,,,0.0,4612
11070,HIV,,,0.0,5997
11071,HIV,,,0.0,4613
11072,HIV,,,0.0,10400
11073,HIV,,,0.0,4614
11074,HIV,,,0.0,10400
11075,HIV,,,0.0,4615
11076,HIV,,,0.0,4616
11077,HIV,,,0.0,10400
11078,HIV,,,0.0,5836
11079,HIV,,,0.0,6801
11080,HIV,,,0.0,10400
11081,HIV,,,0.0,10400
11082,HIV,,,0.0,441
11083,HIV,,,1.0,441
11084,HIV,,,0.0,4617
11085,HIV,,,0.0,4618
11086,HIV,,,0.0,5165
11087,HIV,,,0.0,4618
11088,HIV,,,0.0,3254
11089,HIV,,,0.0,2027
11090,HIV,,,0.0,335
11091,HIV,,,0.0,4619
11092,HIV,,,0.0,4620
11093,HIV,,,0.0,4621
11094,HIV,,,0.0,6583
11095,HIV,,,0.0,4622
11096,HIV,,,0.0,4609
11097,HIV,,,0.0,6583
11098,HIV,,,0.0,4623
11099,HIV,,,0.0,4609
11100,HIV,,,0.0,4845
11101,HIV,,,0.0,11406
11102,HIV,,,0.0,4624
11103,HIV,,,0.0,4664
11104,HIV,,,0.0,4625
11105,HIV,,,0.0,4626
11106,HIV,,,0.0,4627
11107,HIV,,,0.0,4628
11108,HIV,,,0.0,4629
11109,HIV,,,0.0,4630
11110,HIV,,,0.0,4657
11111,HIV,,,0.0,9085
11112,HIV,,,0.0,98
11113,HIV,,,0.0,98
11114,HIV,,,0.0,98
11115,HIV,,,0.0,98
11116,HIV,,,0.0,98
11117,HIV,,,0.0,98
11118,HIV,,,0.0,98
11119,HIV,,,0.0,4633
11120,HIV,,,0.0,4633
11121,HIV,,,0.0,4633
11122,HIV,,,0.0,4633
11123,HIV,,,0.0,4633
11124,HIV,,,0.0,4633
11125,HIV,,,0.0,4633
11126,HIV,,,0.0,4633
11127,HIV,,,0.0,2546
11128,HIV,,,0.0,4631
11129,HIV,,,0.0,4632
11130,HIV,,,0.0,6039
11131,HIV,,,0.0,1016
11132,HIV,,,0.0,1016
11133,HIV,,,0.0,4633
11134,HIV,,,0.0,7411
11135,HIV,,,1.0,4634
11136,HIV,,,0.0,4635
11137,HIV,,,0.0,4636
11138,HIV,,,0.0,4635
11139,HIV,,,0.0,4634
11140,HIV,,,0.0,4637
11141,HIV,,,0.0,4638
11142,HIV,,,0.0,4639
11143,HIV,,,0.0,4640
11144,HIV,,,0.0,4644
11145,HIV,,,0.0,4648
11146,HIV,,,0.0,10400
11147,HIV,,,0.0,4641
11148,HIV,,,0.0,4642
11149,HIV,,,0.0,4643
11150,HIV,,,0.0,10400
11151,HIV,,,0.0,4644
11152,HIV,,,0.0,10400
11153,HIV,,,0.0,4645
11154,HIV,,,0.0,10400
11155,HIV,,,0.0,4646
11156,HIV,,,0.0,1280
11157,HIV,,,0.0,4647
11158,HIV,,,0.0,4648
11159,HIV,,,0.0,4648
11160,HIV,,,0.0,4649
11161,HIV,,,0.0,4629
11162,HIV,,,0.0,4649
11163,HIV,,,0.0,4653
11164,HIV,,,0.0,4650
11165,HIV,,,0.0,4653
11166,HIV,,,0.0,98
11167,HIV,,,0.0,4630
11168,HIV,,,0.0,4651
11169,HIV,,,0.0,4652
11170,HIV,,,0.0,4653
11171,HIV,,,0.0,4649
11172,HIV,,,0.0,4648
11173,HIV,,,0.0,4654
11174,HIV,,,0.0,3279
11175,HIV,,,0.0,4655
11176,HIV,,,0.0,4656
11177,HIV,,,0.0,4657
11178,HIV,,,0.0,4658
11179,HIV,,,0.0,4659
11180,HIV,,,0.0,4660
11181,HIV,,,0.0,4661
11182,HIV,,,0.0,4644
11183,HIV,,,0.0,10400
11184,HIV,,,0.0,10400
11185,HIV,,,0.0,10400
11186,HIV,,,0.0,10400
11187,HIV,,,0.0,4662
11188,HIV,,,0.0,335
11189,HIV,,,0.0,3309
11190,HIV,,,0.0,1729
11191,HIV,,,0.0,4663
11192,HIV,,,0.0,11406
11193,HIV,,,0.0,11406
11194,HIV,,,0.0,11406
11195,HIV,,,0.0,4609
11196,HIV,,,0.0,11406
11197,HIV,,,0.0,11406
11198,HIV,,,0.0,6583
11199,HIV,,,0.0,4664
11200,HIV,,,0.0,4665
11201,HIV,,,0.0,11373
11202,HIV,,,0.0,335
11203,HIV,,,0.0,4666
11204,HIV,,,0.0,9688
11205,HIV,,,0.0,4667
11206,HIV,,,0.0,4668
11207,HIV,,,0.0,4669
11208,HIV,,,0.0,4670
11209,HIV,,,0.0,4671
11210,HIV,,,0.0,4670
11211,HIV,,,0.0,4672
11212,HIV,,,0.0,4672
11213,HIV,,,0.0,4672
11214,HIV,,,0.0,5970
11215,HIV,,,0.0,10633
11216,HIV,,,0.0,1016
11217,HIV,,,0.0,1016
11218,HIV,,,0.0,6558
11219,HIV,,,0.0,5363
11220,HIV,,,0.0,5363
11221,HIV,,,0.0,6587
11222,HIV,,,0.0,5363
11223,HIV,,,0.0,5363
11224,HIV,,,0.0,5363
11225,HIV,,,0.0,6558
11226,HIV,,,0.0,6558
11227,HIV,,,0.0,6558
11228,HIV,,,0.0,6558
11229,HIV,,,0.0,6558
11230,HIV,,,0.0,4729
11231,HIV,,,0.0,6558
11232,HIV,,,0.0,6558
11233,HIV,,,0.0,6558
11234,HIV,,,0.0,4673
11235,HIV,,,0.0,4729
11236,HIV,,,0.0,11406
11237,HIV,,,0.0,5363
11238,HIV,,,0.0,4672
11239,HIV,,,0.0,4730
11240,HIV,,,0.0,6558
11241,HIV,,,0.0,11406
11242,HIV,,,0.0,6558
11243,HIV,,,0.0,6587
11244,HIV,,,0.0,4730
11245,HIV,,,0.0,4674
11246,HIV,,,0.0,1016
11247,HIV,,,0.0,4942
11248,HIV,,,0.0,4675
11249,HIV,,,0.0,8959
11250,HIV,,,0.0,8959
11251,HIV,,,0.0,8959
11252,HIV,,,0.0,8959
11253,HIV,,,0.0,8959
11254,HIV,,,0.0,8959
11255,HIV,,,0.0,8959
11256,HIV,,,0.0,6801
11257,HIV,,,0.0,6801
11258,HIV,,,0.0,6801
11259,HIV,,,0.0,6801
11260,HIV,,,0.0,6801
11261,HIV,,,0.0,5992
11262,HIV,,,0.0,6801
11263,HIV,,,0.0,6801
11264,HIV,,,0.0,6801
11265,HIV,,,0.0,4676
11266,HIV,,,0.0,205
11267,HIV,,,0.0,4678
11268,HIV,,,0.0,4677
11269,HIV,,,0.0,4678
