label,community_id,size,n_active,n_inactive,hiv_rate,intra_edges
814,12862,20,1,19,0.05,79
815,12869,11,5,6,0.4545,43
816,12893,4,0,4,0.0,6
817,12929,3,0,3,0.0,3
818,12930,21,0,21,0.0,103
819,12932,30,0,30,0.0,113
820,12938,20,1,19,0.05,69
821,12949,8,0,8,0.0,18
822,12950,51,1,50,0.0196,223
823,12973,10,0,10,0.0,38
824,12981,8,0,8,0.0,27
825,12985,21,0,21,0.0,73
826,12989,23,0,23,0.0,131
827,12991,12,1,11,0.0833,43
828,13038,7,0,7,0.0,16
829,13046,48,0,48,0.0,215
830,13089,9,1,8,0.1111,27
831,13109,3,0,3,0.0,3
832,13163,18,0,18,0.0,62
833,13168,26,0,26,0.0,114
834,13172,4,0,4,0.0,6
835,13194,18,0,18,0.0,77
836,13223,47,1,46,0.0213,204
837,13266,9,0,9,0.0,21
838,13271,29,1,28,0.0345,107
839,13294,25,8,17,0.32,80
840,13309,18,0,18,0.0,65
841,13332,13,1,12,0.0769,31
842,13341,22,2,20,0.0909,104
843,13402,25,0,25,0.0,92
844,13403,8,1,7,0.125,24
845,13420,22,0,22,0.0,92
846,13424,24,0,24,0.0,79
847,13425,8,0,8,0.0,18
848,13448,15,8,7,0.5333,54
849,13453,52,0,52,0.0,250
850,13463,19,0,19,0.0,62
851,13468,29,1,28,0.0345,105
852,13527,17,0,17,0.0,50
853,13560,19,0,19,0.0,78
854,13567,12,0,12,0.0,32
855,13579,35,1,34,0.0286,150
856,13616,17,1,16,0.0588,47
857,13629,16,0,16,0.0,58
858,13658,24,1,23,0.0417,91
859,13680,5,0,5,0.0,10
860,13683,44,1,43,0.0227,207
861,13737,14,1,13,0.0714,53
862,13740,3,0,3,0.0,3
863,13753,15,1,14,0.0667,46
864,13791,9,6,3,0.6667,25
865,13820,20,0,20,0.0,76
866,13829,42,0,42,0.0,199
867,13862,17,0,17,0.0,59
868,13864,33,0,33,0.0,116
869,13870,37,0,37,0.0,190
870,13875,47,0,47,0.0,203
871,13880,33,0,33,0.0,153
872,13907,8,0,8,0.0,19
873,13910,12,0,12,0.0,38
874,13912,10,0,10,0.0,29
875,13919,15,0,15,0.0,47
876,13936,26,0,26,0.0,87
877,13944,15,0,15,0.0,45
878,13950,23,0,23,0.0,77
879,13969,18,0,18,0.0,59
880,14003,16,0,16,0.0,65
881,14015,6,0,6,0.0,15
882,14021,19,0,19,0.0,71
883,14034,14,0,14,0.0,47
884,14068,13,1,12,0.0769,47
885,14101,47,0,47,0.0,237
886,14128,16,0,16,0.0,68
887,14156,7,0,7,0.0,19
888,14165,7,0,7,0.0,14
889,14174,8,0,8,0.0,21
890,14183,11,0,11,0.0,35
891,14212,21,0,21,0.0,117
892,14243,3,0,3,0.0,3
893,14287,17,0,17,0.0,64
894,14292,17,1,16,0.0588,77
895,14342,22,0,22,0.0,97
896,14346,17,0,17,0.0,70
897,14358,8,0,8,0.0,20
898,14361,27,1,26,0.037,103
899,14366,10,2,8,0.2,31
900,14395,23,0,23,0.0,83
901,14396,6,0,6,0.0,10
902,14427,18,0,18,0.0,79
903,14434,25,1,24,0.04,104
904,14438,12,0,12,0.0,39
905,14479,5,0,5,0.0,8
906,14490,14,0,14,0.0,47
907,14505,12,0,12,0.0,47
908,14506,14,0,14,0.0,59
909,14523,10,0,10,0.0,24
910,14532,6,0,6,0.0,13
911,14537,12,0,12,0.0,31
912,14595,14,1,13,0.0714,39
913,14607,10,0,10,0.0,24
914,14615,25,0,25,0.0,91
915,14619,17,0,17,0.0,64
916,14635,15,0,15,0.0,54
917,14707,22,0,22,0.0,76
918,14713,11,0,11,0.0,34
919,14740,6,0,6,0.0,8
920,14761,10,0,10,0.0,39
921,14764,9,1,8,0.1111,22
922,14783,12,0,12,0.0,40
923,14792,10,0,10,0.0,23
924,14794,5,0,5,0.0,10
925,14803,6,0,6,0.0,11
926,14823,19,0,19,0.0,57
927,14834,7,0,7,0.0,12
928,14861,14,1,13,0.0714,67
929,14907,11,0,11,0.0,38
930,14912,5,0,5,0.0,9
931,14921,12,1,11,0.0833,38
932,14965,3,0,3,0.0,3
933,14988,4,0,4,0.0,6
934,14993,23,1,22,0.0435,105
935,15042,11,0,11,0.0,33
936,15057,15,0,15,0.0,45
937,15071,5,0,5,0.0,9
938,15075,7,0,7,0.0,15
939,15082,29,0,29,0.0,136
940,15116,8,0,8,0.0,14
941,15132,19,0,19,0.0,75
942,15153,14,0,14,0.0,64
943,15168,5,0,5,0.0,7
944,15189,15,0,15,0.0,62
945,15201,7,0,7,0.0,17
946,15203,26,0,26,0.0,136
947,15240,9,0,9,0.0,22
948,15251,11,2,9,0.1818,43
949,15262,22,0,22,0.0,78
950,15263,10,1,9,0.1,25
951,15272,14,0,14,0.0,41
952,15277,15,0,15,0.0,55
953,15288,8,0,8,0.0,23
954,15313,14,0,14,0.0,53
955,15332,11,0,11,0.0,44
956,15360,26,0,26,0.0,116
957,15365,8,0,8,0.0,21
958,15376,19,0,19,0.0,93
959,15378,29,0,29,0.0,129
960,15383,32,0,32,0.0,144
961,15400,3,0,3,0.0,3
962,15409,12,0,12,0.0,34
963,15437,11,0,11,0.0,31
964,15456,15,0,15,0.0,49
965,15468,9,0,9,0.0,29
966,15470,16,0,16,0.0,57
967,15476,19,0,19,0.0,69
968,15525,36,1,35,0.0278,157
969,15548,23,0,23,0.0,84
970,15558,11,0,11,0.0,33
971,15629,39,17,22,0.4359,244
972,15640,10,0,10,0.0,29
973,15648,11,0,11,0.0,31
974,15673,15,0,15,0.0,42
975,15686,12,0,12,0.0,36
976,15707,9,0,9,0.0,26
977,15710,14,0,14,0.0,47
978,15738,9,0,9,0.0,25
979,15751,13,2,11,0.1538,49
980,15770,13,0,13,0.0,42
981,15804,22,0,22,0.0,94
982,15805,10,0,10,0.0,34
983,15807,44,0,44,0.0,246
984,15813,10,0,10,0.0,33
985,15824,23,0,23,0.0,75
986,15835,14,0,14,0.0,55
987,15839,12,0,12,0.0,49
988,15853,6,0,6,0.0,13
989,15857,3,1,2,0.3333,3
990,15875,3,0,3,0.0,3
991,15908,15,0,15,0.0,61
992,15928,11,0,11,0.0,29
993,15944,7,0,7,0.0,14
994,15962,36,1,35,0.0278,137
995,15964,8,0,8,0.0,19
996,15965,46,1,45,0.0217,193
997,15976,13,0,13,0.0,40
998,16006,42,1,41,0.0238,209
999,16011,6,0,6,0.0,10
1000,16037,28,1,27,0.0357,90
1001,16039,11,1,10,0.0909,31
1002,16044,47,1,46,0.0213,194
1003,16083,38,0,38,0.0,169
1004,16090,11,0,11,0.0,40
1005,16120,15,0,15,0.0,39
1006,16149,9,0,9,0.0,25
1007,16159,9,0,9,0.0,24
1008,16165,11,0,11,0.0,31
1009,16170,7,0,7,0.0,16
1010,16225,25,0,25,0.0,89
1011,16228,5,1,4,0.2,10
1012,16255,19,0,19,0.0,66
1013,16275,12,0,12,0.0,38
1014,16282,3,0,3,0.0,3
1015,16295,7,2,5,0.2857,16
1016,16302,9,1,8,0.1111,26
1017,16311,12,0,12,0.0,42
1018,16327,6,0,6,0.0,13
1019,16370,3,0,3,0.0,3
1020,16378,27,1,26,0.037,106
1021,16385,13,0,13,0.0,45
1022,16395,11,0,11,0.0,33
1023,16441,9,0,9,0.0,22
1024,16466,11,0,11,0.0,30
1025,16484,14,0,14,0.0,57
1026,16496,14,0,14,0.0,44
1027,16502,25,0,25,0.0,107
1028,16523,12,0,12,0.0,47
1029,16536,10,0,10,0.0,28
1030,16612,3,0,3,0.0,3
1031,16625,11,0,11,0.0,34
1032,16631,8,3,5,0.375,25
1033,16633,7,0,7,0.0,20
1034,16651,11,0,11,0.0,31
1035,16652,5,0,5,0.0,10
1036,16672,7,0,7,0.0,19
1037,16692,8,1,7,0.125,18
1038,16719,9,0,9,0.0,26
1039,16729,9,0,9,0.0,27
1040,16738,6,0,6,0.0,9
1041,16759,37,0,37,0.0,166
1042,16762,13,0,13,0.0,48
1043,16768,20,0,20,0.0,87
1044,16784,23,4,19,0.1739,111
1045,16819,48,16,32,0.3333,252
1046,16841,7,1,6,0.1429,19
1047,16877,15,0,15,0.0,51
1048,16881,6,0,6,0.0,12
1049,16889,14,1,13,0.0714,64
1050,16903,9,0,9,0.0,28
1051,16917,14,0,14,0.0,44
1052,16922,13,0,13,0.0,37
1053,16941,9,0,9,0.0,23
1054,16962,25,1,24,0.04,101
1055,16983,4,0,4,0.0,6
1056,17017,7,0,7,0.0,16
1057,17035,18,0,18,0.0,74
1058,17037,12,1,11,0.0833,47
1059,17039,18,1,17,0.0556,49
1060,17049,15,0,15,0.0,51
1061,17054,7,0,7,0.0,17
1062,17074,12,1,11,0.0833,42
1063,17077,25,2,23,0.08,94
1064,17100,13,0,13,0.0,52
1065,17111,18,0,18,0.0,65
1066,17128,34,0,34,0.0,137
1067,17132,10,0,10,0.0,25
1068,17136,18,0,18,0.0,76
1069,17156,6,0,6,0.0,11
1070,17170,17,1,16,0.0588,48
1071,17182,16,2,14,0.125,63
1072,17189,16,2,14,0.125,60
1073,17242,9,0,9,0.0,28
1074,17266,19,0,19,0.0,67
1075,17267,22,1,21,0.0455,93
1076,17276,10,1,9,0.1,24
1077,17288,16,0,16,0.0,69
1078,17305,4,1,3,0.25,6
1079,17329,35,1,34,0.0286,143
1080,17334,9,0,9,0.0,31
1081,17336,13,0,13,0.0,50
1082,17366,15,0,15,0.0,48
1083,17386,14,0,14,0.0,44
1084,17425,16,0,16,0.0,50
1085,17427,4,0,4,0.0,6
1086,17466,21,0,21,0.0,86
1087,17472,22,0,22,0.0,103
1088,17477,14,0,14,0.0,67
1089,17485,15,0,15,0.0,49
1090,17486,14,0,14,0.0,46
1091,17500,14,0,14,0.0,49
1092,17502,19,0,19,0.0,71
1093,17511,15,0,15,0.0,59
1094,17515,3,0,3,0.0,3
1095,17568,15,0,15,0.0,52
1096,17573,13,0,13,0.0,45
1097,17587,7,0,7,0.0,17
1098,17604,10,0,10,0.0,28
1099,17608,25,1,24,0.04,103
1100,17619,21,0,21,0.0,82
1101,17627,7,0,7,0.0,15
1102,17639,13,0,13,0.0,45
1103,17680,15,1,14,0.0667,53
1104,17688,7,0,7,0.0,13
1105,17692,3,0,3,0.0,3
1106,17696,8,0,8,0.0,17
1107,17764,12,0,12,0.0,41
1108,17786,17,1,16,0.0588,61
1109,17789,22,1,21,0.0455,88
1110,17791,9,0,9,0.0,23
1111,17794,4,1,3,0.25,5
1112,17795,11,0,11,0.0,38
1113,17831,13,0,13,0.0,50
1114,17849,34,4,30,0.1176,135
1115,17885,23,0,23,0.0,99
1116,17899,11,0,11,0.0,29
1117,17905,11,0,11,0.0,31
1118,17910,6,0,6,0.0,14
1119,17943,4,0,4,0.0,6
1120,17980,25,0,25,0.0,98
1121,18007,9,0,9,0.0,27
1122,18025,11,0,11,0.0,36
1123,18029,8,0,8,0.0,22
1124,18059,10,0,10,0.0,33
1125,18072,14,0,14,0.0,43
1126,18073,19,1,18,0.0526,83
1127,18105,15,1,14,0.0667,42
1128,18115,11,0,11,0.0,37
1129,18134,10,3,7,0.3,33
1130,18137,20,0,20,0.0,69
1131,18142,13,1,12,0.0769,51
1132,18147,10,0,10,0.0,32
1133,18173,11,0,11,0.0,32
1134,18181,15,3,12,0.2,42
1135,18188,13,0,13,0.0,47
1136,18200,30,27,3,0.9,205
1137,18203,40,3,37,0.075,190
1138,18207,10,0,10,0.0,35
1139,18213,12,0,12,0.0,35
1140,18220,7,0,7,0.0,15
1141,18264,7,1,6,0.1429,21
1142,18269,16,0,16,0.0,53
1143,18327,12,0,12,0.0,47
1144,18343,8,6,2,0.75,24
1145,18397,9,0,9,0.0,27
1146,18425,15,0,15,0.0,43
1147,18442,5,0,5,0.0,10
1148,18465,24,6,18,0.25,99
1149,18466,43,1,42,0.0233,215
1150,18470,24,2,22,0.0833,104
1151,18485,50,0,50,0.0,215
1152,18500,16,1,15,0.0625,57
1153,18515,10,0,10,0.0,24
1154,18552,14,1,13,0.0714,45
1155,18564,5,0,5,0.0,10
1156,18567,31,1,30,0.0323,122
1157,18570,17,0,17,0.0,65
1158,18588,11,8,3,0.7273,47
1159,18591,82,2,80,0.0244,439
1160,18596,3,0,3,0.0,3
1161,18603,11,0,11,0.0,40
1162,18615,31,1,30,0.0323,164
1163,18632,34,0,34,0.0,139
1164,18635,27,0,27,0.0,113
1165,18665,9,3,6,0.3333,24
1166,18759,5,0,5,0.0,10
1167,18791,11,0,11,0.0,32
1168,18795,26,3,23,0.1154,107
1169,18796,8,1,7,0.125,20
1170,18875,12,0,12,0.0,38
1171,18883,16,0,16,0.0,53
1172,18886,3,0,3,0.0,3
1173,18915,18,2,16,0.1111,86
1174,18922,12,10,2,0.8333,45
1175,18941,7,0,7,0.0,17
1176,18956,26,0,26,0.0,109
1177,18958,20,1,19,0.05,74
1178,18972,15,0,15,0.0,48
1179,18975,52,4,48,0.0769,269
1180,18994,14,0,14,0.0,57
1181,18996,19,0,19,0.0,60
1182,19009,6,1,5,0.1667,11
1183,19017,10,1,9,0.1,26
1184,19022,7,0,7,0.0,17
1185,19028,10,0,10,0.0,29
1186,19035,10,3,7,0.3,29
1187,19036,28,0,28,0.0,98
1188,19070,3,0,3,0.0,3
1189,19085,3,0,3,0.0,3
1190,19109,32,2,30,0.0625,147
1191,19116,9,0,9,0.0,22
1192,19163,35,0,35,0.0,140
1193,19165,25,1,24,0.04,97
1194,19193,14,1,13,0.0714,39
1195,19194,8,1,7,0.125,21
1196,19247,14,0,14,0.0,59
1197,19328,47,0,47,0.0,217
1198,19360,13,0,13,0.0,52
1199,19369,12,1,11,0.0833,47
1200,19414,15,1,14,0.0667,55
1201,19439,16,1,15,0.0625,59
1202,19450,6,0,6,0.0,13
1203,19455,39,0,39,0.0,179
1204,19459,8,0,8,0.0,21
1205,19469,10,0,10,0.0,32
1206,19480,37,0,37,0.0,143
1207,19509,31,1,30,0.0323,121
1208,19514,10,0,10,0.0,34
1209,19519,11,0,11,0.0,37
1210,19534,25,0,25,0.0,106
1211,19539,11,2,9,0.1818,37
1212,19553,17,0,17,0.0,64
1213,19576,7,0,7,0.0,16
1214,19577,8,0,8,0.0,21
1215,19600,35,5,30,0.1429,157
1216,19622,17,0,17,0.0,96
1217,19638,9,0,9,0.0,26
1218,19650,10,0,10,0.0,32
1219,19661,41,4,37,0.0976,215
1220,19689,8,0,8,0.0,18
1221,19738,36,0,36,0.0,178
1222,19753,8,0,8,0.0,21
1223,19797,22,0,22,0.0,74
1224,19798,13,0,13,0.0,29
1225,19810,6,0,6,0.0,12
1226,19818,71,2,69,0.0282,343
1227,19845,14,0,14,0.0,44
1228,19869,7,1,6,0.1429,21
1229,19895,23,0,23,0.0,115
1230,19931,7,1,6,0.1429,13
1231,19960,11,0,11,0.0,34
1232,19963,18,0,18,0.0,70
1233,19970,43,0,43,0.0,210
1234,19987,9,0,9,0.0,35
1235,19994,22,1,21,0.0455,83
1236,19995,16,0,16,0.0,52
1237,19998,13,0,13,0.0,36
1238,20020,18,0,18,0.0,59
1239,20054,3,0,3,0.0,3
1240,20081,20,1,19,0.05,63
1241,20084,4,0,4,0.0,6
1242,20111,37,1,36,0.027,170
1243,20116,8,0,8,0.0,23
1244,20131,20,0,20,0.0,81
1245,20138,12,0,12,0.0,38
1246,20165,13,0,13,0.0,39
1247,20184,14,0,14,0.0,41
1248,20197,6,1,5,0.1667,14
1249,20203,13,0,13,0.0,46
1250,20205,6,0,6,0.0,14
1251,20208,7,0,7,0.0,19
1252,20213,21,0,21,0.0,78
1253,20214,16,0,16,0.0,49
1254,20223,6,0,6,0.0,9
1255,20253,21,1,20,0.0476,86
1256,20301,7,0,7,0.0,14
1257,20337,30,0,30,0.0,112
1258,20340,12,0,12,0.0,34
1259,20348,9,1,8,0.1111,26
1260,20350,6,0,6,0.0,14
1261,20358,4,0,4,0.0,6
1262,20374,14,1,13,0.0714,48
1263,20380,15,0,15,0.0,66
1264,20389,5,0,5,0.0,9
1265,20401,17,0,17,0.0,68
1266,20416,6,0,6,0.0,12
1267,20461,7,0,7,0.0,15
1268,20507,14,0,14,0.0,59
1269,20525,9,0,9,0.0,25
1270,20537,4,0,4,0.0,6
1271,20553,45,0,45,0.0,246
1272,20608,10,0,10,0.0,27
1273,20614,3,0,3,0.0,3
1274,20619,13,0,13,0.0,41
1275,20622,17,1,16,0.0588,57
1276,20678,24,9,15,0.375,112
1277,20713,12,0,12,0.0,51
1278,20720,6,0,6,0.0,12
1279,20746,10,6,4,0.6,31
1280,20758,27,3,24,0.1111,97
1281,20794,9,0,9,0.0,24
1282,20804,6,1,5,0.1667,12
1283,20866,23,0,23,0.0,85
1284,20874,36,0,36,0.0,143
1285,20876,10,0,10,0.0,33
1286,20884,5,0,5,0.0,10
1287,20913,22,0,22,0.0,106
1288,20915,8,0,8,0.0,22
1289,20945,44,1,43,0.0227,185
1290,20949,10,0,10,0.0,36
1291,20990,14,0,14,0.0,49
1292,20992,7,0,7,0.0,17
1293,21025,32,1,31,0.0312,106
1294,21031,6,0,6,0.0,11
1295,21038,8,0,8,0.0,20
1296,21047,4,0,4,0.0,6
1297,21101,18,13,5,0.7222,97
1298,21113,12,0,12,0.0,47
1299,21122,7,1,6,0.1429,22
1300,21135,26,0,26,0.0,114
1301,21139,24,0,24,0.0,106
1302,21151,14,0,14,0.0,59
1303,21186,29,19,10,0.6552,129
1304,21196,32,0,32,0.0,146
1305,21204,9,0,9,0.0,22
1306,21206,18,2,16,0.1111,59
1307,21308,21,1,20,0.0476,73
1308,21311,14,0,14,0.0,43
1309,21327,13,0,13,0.0,49
1310,21331,18,0,18,0.0,73
1311,21333,46,1,45,0.0217,222
1312,21354,17,4,13,0.2353,61
1313,21387,8,0,8,0.0,22
1314,21400,9,0,9,0.0,30
1315,21425,12,0,12,0.0,38
1316,21463,23,1,22,0.0435,91
1317,21477,12,3,9,0.25,40
1318,21491,7,1,6,0.1429,16
1319,21499,11,1,10,0.0909,30
1320,21527,10,0,10,0.0,36
1321,21557,13,7,6,0.5385,39
1322,21590,10,0,10,0.0,30
1323,21598,14,2,12,0.1429,50
1324,21606,8,0,8,0.0,19
1325,21621,8,0,8,0.0,20
1326,21628,16,1,15,0.0625,55
1327,21639,19,0,19,0.0,61
1328,21641,32,11,21,0.3438,181
1329,21642,16,9,7,0.5625,65
1330,21645,24,0,24,0.0,85
1331,21679,13,3,10,0.2308,45
1332,21682,10,0,10,0.0,33
1333,21709,8,0,8,0.0,20
1334,21727,14,0,14,0.0,43
1335,21746,44,23,21,0.5227,243
1336,21751,6,0,6,0.0,15
1337,21763,14,1,13,0.0714,36
1338,21774,20,0,20,0.0,78
1339,21780,13,0,13,0.0,36
1340,21789,16,0,16,0.0,65
1341,21802,22,1,21,0.0455,82
1342,21814,13,0,13,0.0,38
1343,21815,42,1,41,0.0238,182
1344,21819,13,1,12,0.0769,45
1345,21854,27,0,27,0.0,95
1346,21856,5,0,5,0.0,8
1347,21862,29,0,29,0.0,101
1348,21875,12,0,12,0.0,40
1349,21879,19,13,6,0.6842,81
1350,21886,7,0,7,0.0,19
1351,21931,12,2,10,0.1667,44
1352,21932,17,0,17,0.0,69
1353,21937,8,1,7,0.125,23
1354,21938,10,0,10,0.0,33
1355,21940,68,2,66,0.0294,325
1356,22010,29,0,29,0.0,129
1357,22028,12,0,12,0.0,34
1358,22041,14,1,13,0.0714,52
1359,22054,7,0,7,0.0,20
1360,22069,8,0,8,0.0,17
1361,22137,9,0,9,0.0,22
1362,22170,3,0,3,0.0,3
1363,22208,4,0,4,0.0,6
1364,22217,14,0,14,0.0,45
1365,22233,7,0,7,0.0,19
1366,22248,16,0,16,0.0,50
1367,22259,23,1,22,0.0435,75
1368,22302,5,0,5,0.0,10
1369,22304,15,0,15,0.0,60
1370,22320,4,0,4,0.0,6
1371,22357,23,0,23,0.0,94
1372,22360,10,0,10,0.0,33
1373,22371,6,0,6,0.0,12
1374,22411,4,0,4,0.0,6
1375,22436,26,0,26,0.0,97
1376,22456,16,0,16,0.0,51
1377,22457,9,0,9,0.0,26
1378,22469,6,0,6,0.0,15
1379,22491,37,0,37,0.0,153
1380,22496,23,1,22,0.0435,100
1381,22502,14,0,14,0.0,48
1382,22528,9,0,9,0.0,29
1383,22533,5,0,5,0.0,10
1384,22543,6,0,6,0.0,14
1385,22600,11,0,11,0.0,29
1386,22629,25,3,22,0.12,97
1387,22636,21,0,21,0.0,80
1388,22659,14,0,14,0.0,62
1389,22694,15,0,15,0.0,63
1390,22700,10,0,10,0.0,30
1391,22705,21,2,19,0.0952,100
1392,22731,16,0,16,0.0,62
1393,22739,9,1,8,0.1111,18
1394,22772,20,0,20,0.0,72
1395,22780,26,0,26,0.0,139
1396,22784,10,6,4,0.6,43
1397,22788,87,1,86,0.0115,423
1398,22789,14,1,13,0.0714,48
1399,22826,5,0,5,0.0,8
1400,22828,10,0,10,0.0,28
1401,22848,8,0,8,0.0,20
1402,22857,19,1,18,0.0526,57
1403,22859,20,0,20,0.0,63
1404,22874,16,0,16,0.0,70
1405,22892,6,0,6,0.0,14
1406,22896,30,0,30,0.0,136
1407,22921,33,0,33,0.0,118
1408,22967,25,0,25,0.0,114
1409,22988,13,0,13,0.0,46
1410,23001,14,0,14,0.0,58
1411,23008,12,0,12,0.0,37
1412,23016,8,1,7,0.125,21
1413,23020,13,0,13,0.0,52
1414,23023,12,1,11,0.0833,38
1415,23026,20,5,15,0.25,79
1416,23039,10,0,10,0.0,29
1417,23049,6,0,6,0.0,13
1418,23052,4,0,4,0.0,6
1419,23072,11,0,11,0.0,32
1420,23074,65,0,65,0.0,279
1421,23081,20,0,20,0.0,83
1422,23091,9,0,9,0.0,26
1423,23115,8,0,8,0.0,21
1424,23118,9,0,9,0.0,27
1425,23137,33,0,33,0.0,134
1426,23187,14,2,12,0.1429,54
1427,23202,7,0,7,0.0,14
1428,23213,7,0,7,0.0,17
1429,23224,8,0,8,0.0,21
1430,23229,9,1,8,0.1111,24
1431,23245,29,0,29,0.0,115
1432,23251,4,0,4,0.0,6
1433,23262,14,0,14,0.0,49
1434,23277,24,0,24,0.0,103
1435,23283,8,0,8,0.0,23
1436,23290,16,1,15,0.0625,64
1437,23294,6,0,6,0.0,12
1438,23301,8,0,8,0.0,15
1439,23327,52,0,52,0.0,262
1440,23329,6,0,6,0.0,11
1441,23341,16,0,16,0.0,56
1442,23351,6,0,6,0.0,15
1443,23359,5,0,5,0.0,10
1444,23362,7,0,7,0.0,17
1445,23373,20,0,20,0.0,72
1446,23382,10,0,10,0.0,31
1447,23397,5,0,5,0.0,9
1448,23410,31,1,30,0.0323,147
1449,23421,21,1,20,0.0476,75
1450,23423,19,1,18,0.0526,65
1451,23429,6,0,6,0.0,14
1452,23437,26,0,26,0.0,99
1453,23438,10,0,10,0.0,25
1454,23445,8,0,8,0.0,23
1455,23446,13,0,13,0.0,71
1456,23461,17,1,16,0.0588,58
1457,23468,19,0,19,0.0,75
1458,23472,32,1,31,0.0312,147
1459,23483,7,0,7,0.0,15
1460,23485,10,0,10,0.0,31
1461,23526,7,0,7,0.0,17
1462,23544,10,1,9,0.1,25
1463,23559,7,0,7,0.0,20
1464,23561,20,0,20,0.0,68
1465,23565,5,0,5,0.0,9
1466,23568,19,0,19,0.0,77
1467,23574,45,0,45,0.0,202
1468,23585,20,2,18,0.1,88
1469,23608,9,0,9,0.0,23
1470,23620,18,13,5,0.7222,73
1471,23632,5,0,5,0.0,9
1472,23638,7,0,7,0.0,18
1473,23642,23,0,23,0.0,97
1474,23643,3,0,3,0.0,3
1475,23686,13,0,13,0.0,38
1476,23729,13,0,13,0.0,35
1477,23734,23,0,23,0.0,87
1478,23740,24,1,23,0.0417,129
1479,23755,22,0,22,0.0,109
1480,23764,82,2,80,0.0244,354
1481,23780,14,0,14,0.0,61
1482,23797,14,0,14,0.0,40
1483,23847,8,0,8,0.0,17
1484,23873,12,0,12,0.0,34
1485,23884,12,1,11,0.0833,46
1486,23920,12,3,9,0.25,47
1487,23943,7,0,7,0.0,16
1488,23949,5,0,5,0.0,10
1489,23993,3,0,3,0.0,3
1490,24002,22,0,22,0.0,78
1491,24083,17,0,17,0.0,75
1492,24087,22,3,19,0.1364,71
1493,24108,13,1,12,0.0769,44
1494,24115,4,0,4,0.0,6
1495,24148,20,0,20,0.0,73
1496,24152,10,0,10,0.0,23
1497,24156,16,1,15,0.0625,48
1498,24160,33,0,33,0.0,166
1499,24168,18,0,18,0.0,70
1500,24192,6,0,6,0.0,14
1501,24236,10,0,10,0.0,30
1502,24300,25,22,3,0.88,132
1503,24304,16,1,15,0.0625,55
1504,24318,7,0,7,0.0,15
1505,24348,11,7,4,0.6364,46
1506,24355,22,6,16,0.2727,82
1507,24389,21,1,20,0.0476,76
1508,24447,25,1,24,0.04,134
1509,24452,11,0,11,0.0,30
1510,24465,14,0,14,0.0,39
1511,24498,8,0,8,0.0,22
1512,24499,15,0,15,0.0,48
1513,24509,10,0,10,0.0,28
1514,24517,12,1,11,0.0833,34
1515,24529,6,0,6,0.0,13
1516,24543,8,0,8,0.0,21
1517,24555,13,0,13,0.0,35
1518,24582,12,0,12,0.0,24
1519,24604,71,1,70,0.0141,281
1520,24612,7,2,5,0.2857,19
1521,24626,11,0,11,0.0,35
1522,24631,12,0,12,0.0,39
1523,24645,10,0,10,0.0,33
1524,24656,4,0,4,0.0,6
1525,24684,4,0,4,0.0,6
1526,24723,4,1,3,0.25,6
1527,24724,20,0,20,0.0,78
1528,24793,31,7,24,0.2258,144
1529,24797,28,0,28,0.0,124
1530,24842,4,0,4,0.0,6
1531,24853,32,0,32,0.0,139
1532,24871,23,0,23,0.0,107
1533,24875,14,0,14,0.0,46
1534,24877,18,0,18,0.0,60
1535,24883,10,1,9,0.1,26
1536,24894,13,0,13,0.0,44
1537,24900,28,1,27,0.0357,99
1538,24921,21,0,21,0.0,67
1539,24922,19,1,18,0.0526,76
1540,24931,7,0,7,0.0,19
1541,24937,21,0,21,0.0,66
1542,24959,13,2,11,0.1538,38
1543,24963,13,0,13,0.0,37
1544,24970,29,0,29,0.0,105
1545,25010,14,0,14,0.0,39
1546,25084,5,0,5,0.0,12
1547,25127,7,0,7,0.0,15
1548,25146,7,0,7,0.0,19
1549,25151,29,3,26,0.1034,119
1550,25157,18,0,18,0.0,62
1551,25160,24,0,24,0.0,98
1552,25163,66,1,65,0.0152,262
1553,25190,22,0,22,0.0,87
1554,25216,14,0,14,0.0,57
1555,25235,25,3,22,0.12,141
1556,25254,12,0,12,0.0,30
1557,25256,5,0,5,0.0,9
1558,25267,15,0,15,0.0,39
1559,25271,32,1,31,0.0312,129
1560,25289,16,1,15,0.0625,63
1561,25299,10,0,10,0.0,33
1562,25309,9,0,9,0.0,17
1563,25395,22,0,22,0.0,92
1564,25405,10,0,10,0.0,28
1565,25411,49,1,48,0.0204,208
1566,25426,16,0,16,0.0,57
1567,25438,18,0,18,0.0,56
1568,25467,25,0,25,0.0,120
1569,25473,15,1,14,0.0667,60
1570,25528,15,0,15,0.0,54
1571,25532,20,0,20,0.0,83
1572,25539,15,0,15,0.0,53
1573,25573,13,0,13,0.0,53
1574,25587,13,0,13,0.0,46
1575,25606,7,0,7,0.0,19
1576,25673,16,0,16,0.0,58
1577,25685,7,0,7,0.0,20
1578,25700,18,1,17,0.0556,72
1579,25704,6,1,5,0.1667,12
1580,25731,10,3,7,0.3,38
1581,25737,12,4,8,0.3333,43
1582,25745,15,0,15,0.0,62
1583,25774,6,0,6,0.0,12
1584,25787,5,0,5,0.0,10
1585,25789,10,0,10,0.0,25
1586,25790,26,1,25,0.0385,106
1587,25793,3,1,2,0.3333,3
1588,25801,8,0,8,0.0,20
1589,25819,36,1,35,0.0278,176
1590,25840,4,0,4,0.0,6
